id,text,aspect_category,sentiment_prob
35,"- ""amieeennnnn dan tidak lupa dengan janji2 manis saat kampanye sang mayor sejati",Strategi Kampanye,"[0.1, 0.2, 0.7]"
173,"- ""pada pilkada dki ahy dan sby jadi target hoax dan fitnah yang dilakukan akunakun pendukung ahok",Tokoh dan Partai,"[0.1, 0.2, 0.7]"
30,"- ""akibat pernyataan antasari suara ahy melorot pada pilkada dki",Tokoh dan Partai,"[0.1, 0.2, 0.7]"
84,"- ""enam bulan kampanye pilkada di kubu ahy pendukung ahok sibuk serang program ahy tidak pernah mereka kampanye program ahok sendiri",Strategi Kampanye,"[0.1, 0.2, 0.7]"
137,"- ""ketika ahy kalah berpidato semua timnya terdiam menangis lalu setelah itu mereka melepaskan diri dari pilkada dki",Tokoh dan Partai,"[0.1, 0.2, 0.7]"
215,"- ""sejujurnya penilaian subyektif saya terlalu cepat bila ahy 2019 kalah di pilkada bukan modal tapi catatan negatif",Tokoh dan Partai,"[0.1, 0.2, 0.7]"
249,"- ""tolak bajingan tengik ahy tukang sogok pemilih ini bangsat ahy ini sungguh berbahaya",Tokoh dan Partai,"[0.05, 0.05, 0.9]"
248,"- ""tolak ahy yang berpolitik membawa agama",Tokoh dan Partai,"[0.1, 0.2, 0.7]"
45,"- ""astaga ini pendukung ahy tidak terima sekali dengan hasil surveyharusnya jadi tolak acuan untuk lebih semangat",Pendukung/Pemilih,"[0.1, 0.2, 0.7]"
195,sahsah aja justru itu menjadi tolak ukur kedewasaan warga dki kalo ahy menang artinya pola pikir warga masih primitif,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
232,suara warga cuma dihargai sembako tolak ahy sudah melakukan penyuapan kepada warga,Politik Uang,"[0.05, 0.05, 0.9]"
214,sejak ahy tidak ikut pilkada lagi sudah tidak asyik ya,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
247,tinggal seleksi tendemnya di pilkada dki ahy kalah karena tendemnya salah pilih malah mengurangi kualitas ahy,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
242,ternyata segelintir pendukung ahy merasa ditikung di saat terakhir karena adanya tweet dari akun resmi parpol pendukung aniessandi,Pendukung/Pemilih,"[0.05, 0.05, 0.9]"
23,ahy menanggung akibat cuitan ayahnya yang tak produktif,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
210,sebenarnya reaksi pendukung ahy ini tak perlu bersikap baper seperti itu karena tak ada yang mau jadi pecundang di ajang pilkada,Pendukung/Pemilih,"[0.05, 0.05, 0.9]"
77,dengan suara bergetar ahy minta maaf sudah kecewakan pendukungnya,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
19,mengenang pidato kekalahan,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
146,lini pertahanan ahy rapuh debat efek aksi 112 efek dan antasari efek,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
85,gagal di pilkada dki jakarta ahy diisukan maju ke pilgub jatim,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
9,ahok melejit anies menanjak ahy mengapung,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
57,berdasarkan survey sementara ahy masuk 3 besar selamat,Tokoh dan Partai,"[0.9, 0.05, 0.05]"
161,meninggalkan zona aman dan nyaman demi kemajuan jakarta dengan hasil yang tak sesuai harapan ahy,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
128,kasihan ahy kalah walaupun sudah umroh dibantu doa 7 juta umatternyata allah itu netral tidak berpolitik,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
118,jual baju bekas ahy baru 3 bulan pm for info,Tokoh dan Partai,"[0.1, 0.8, 0.1]"
28,ahy siap siap jadi vocalis band rock yaaaa lompat lompat mulu bang kerjaannya,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
126,kasian benar nasib ahy karir tinggi di tni harus tamat karena nafsu pepo selanjutnya paling cepat ikut parpol kalau tidak begitu dagang ak,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
115,jangan sampai sby berkata ahy kalah garagara antasari ya survey kan sudah menunjukan ahy terus merosot elektabilitasnya,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
202,saya bertanya kepada bapak presiden tv saya rusak apa ya kok ahy tidak naik naik hasil qc sementara gpp,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
19,mengenang pidato kekalahan,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
217,ahy memang kalah di pilkada tetapi menang di hati rakyat,Tokoh dan Partai,"[0.4, 0.5, 0.1]"
98,heeebohhhhagus sylvi kalah di tps 6 tmpat menggunakan hak pilihnya,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
262,yang pilih semoga tidak ikut demokrat yaa kalau benar mau dukung ahok,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
75,demokrat ke ahok gerindra ini tantangan karena mereka bermain politik kotor,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
164,mesin robot sylvi lupa dimatiin jadi masih masuk trending topik,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
62,buat pendukung mari rapatkan barisan ke paslon buang issu miring paslon masih mau dipimpin seorang terdakwa simulut ember,Pendukung/Pemilih,"[0.7, 0.2, 0.1]"
93,harusnya rakyat menangis melihat kalah bukan dari aspek sebagai pribadi tapi demi kepentingan rakyat sendiri,Pendukung/Pemilih,"[0.05, 0.05, 0.9]"
16,ahy bisa kok menang pilgub dki bisa asal ngumpulin dulu 7 bola dragon ball rolling on the floor laughing rolling on the floor laughing,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
6,ah sekarang kalau lihat ahy jadi inget norman kamaru apakah ahy akan jualan bubur lalu naik haji smiling face with open mouth smiling eyes,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
21,ahy kemungkinan besar tersingkir persevering face persevering face hampir pasti dilanjuntukan di putaran kedua ahokdjarot vs aniessandi,Tokoh dan Partai,"[0.0, 0.0, 1.0]"
25,ahy nyungsep orang bapaknya aja menyarankan coblos no 2 smiling face with open mouth smiling eyes,Tokoh dan Partai,"[0.0, 0.0, 1.0]"
20,ahy kalah sisi negatif umat islam tertunda dalam menempatkan pemimpin sisi positif umat islam terhindar dari saling hujat buka aib,Tokoh dan Partai,"[0.0, 0.0, 1.0]"
14,ahy ahy anda ngomong karakter anda tau yang barusan anda omongkan untuk melihat sisi negatif orang lain tongue oncoming fist,Tokoh dan Partai,"[0.0, 0.0, 1.0]"
17,ahy hanya membicarakan negatif saja untuk jakarta tidak ada solusi yang tepat untuk mengatasi nol besar thumbs down,Tokoh dan Partai,"[0.0, 0.0, 1.0]"
138,kicauan negatif sby diyakini pengaruhi elektabilitas ahy via,Tokoh dan Partai,"[0.0, 0.0, 1.0]"
259,ya alloh tuhan yme ahy ternyata didukung senator beraura negatif,Tokoh dan Partai,"[0.0, 0.0, 1.0]"
160,menemukan foto seperti ini ternyata lingkaran orang2 ahy penuh masalah semua integritas dan kwalitas yang negatif waspada waspada thumbs down,Tokoh dan Partai,"[0.0, 0.0, 1.0]"
254,wah si ahy 70 sentimennya negatif wkwkwkface with stuckout tounges,Tokoh dan Partai,"[0.0, 0.0, 1.0]"
221,senjata makan tuan aka karma 2 kicauan negatif sby diyakini pengaruhi elektabilitas ahy face with stuckout tounges,Tokoh dan Partai,"[0.0, 0.0, 1.0]"
40,feeling aku sih yang menang itu pasangan aniessandi,Tokoh dan Partai,"[1.0, 0.0, 0.0]"
39,pingin lihat mas debat face with stuckout tounges,Tokoh dan Partai,"[0.0, 1.0, 0.0]"
166,2mesti nyuruh mantan pemilih buat pilih paslon face with open mouth thumbs up ok hand folded hands thinking face smiling face with sunglasses,Pendukung/Pemilih,"[0.0, 1.0, 0.0]"
134,1kenape kagak dilawan ama pasangan buat pilgub jabar cuma demokrat emang hrs tegas dulu buat pilgub dki thinking face thinking face thinking face,Tokoh dan Partai,"[0.0, 0.0, 1.0]"
87,gara2 kemaren pake seragam hitam2 thinking face thinking face thinking face smiling face with open mouth closed eyes smiling face with sunglasses,Strategi Kampanye,"[0.0, 0.0, 1.0]"
261,ya pastilah kan tidak suka sama ahok jadi pas udah kalah otomatis dukungannya lari ke mas aniessandi grimacing face,Tokoh dan Partai,"[0.5, 0.0, 0.5]"
2,ada ahoker masih ngebully program face with tears of joy face with tears of joy face with tears of joy,Pendukung/Pemilih,"[0.0, 0.0, 1.0]"
140,kirim ke aku saja kaosnya sejati smiling face with smiling eyes smiling face with smiling eyes smiling face with smiling eyes,Pendukung/Pemilih,"[1.0, 0.0, 0.0]"
102,humorlagu kisah sedih ahy di balik lagu jatuh bangun frowning face frowning face,Tokoh dan Partai,"[0.0, 0.0, 1.0]"
68,cuitan hati sbycuitan sby jokowi mantan mantan terindahpilgub dki 2017 tongue tongue,Tokoh dan Partai,"[0.0, 0.5, 0.5]"
12,ahokers mendadak gak salah tuh sesuatu banget face with stuckout tongue closed eyes face with stuckout tongue closed eyes face with stuckout tongue closed eyes face with stuckout tongue closed eyes face with stuckout tongue closed eyes,Pendukung/Pemilih,"[0.0, 0.0, 1.0]"
101,hoax kok tidakada habis2nya foto 4 hari sebelum pencoblosanfotonya tidak hoax tulisanya penuh dusta angry face,Strategi Kampanye,"[0.0, 0.0, 1.0]"
73,deklarasi ini sepihak tanpa konsultasi dan persetujuan ahy,Tokoh dan Partai,"[0.0, 0.0, 1.0]"
174,pak jangan biarkan pengorbanan dan perjuangan kita rezim koplak ini komando fire fire,Tokoh dan Partai,"[0.0, 0.0, 1.0]"
48,ayo pendukung ahy dukung penggembosmu tongue fire fire,Pendukung/Pemilih,"[0.0, 0.0, 1.0]"
229,suara bakal direbuntukan apakah pak mau melanjuntukan program yang di usung pak sepertinya tidak expressionless face,Tokoh dan Partai,"[0.0, 0.0, 1.0]"
252,tweet anda yang justru kontraproduktif terhadap pak zippermouth face zippermouth face zippermouth face,Tokoh dan Partai,"[0.0, 0.0, 1.0]"
231,suara rusak garagara nyanyian si aa peka ini moga sby bisa bikin dia jeblos penjara sampai pupus disana face with steam from nose,Tokoh dan Partai,"[0.0, 0.0, 1.0]"
46,awas banyak mendadak baik metamorfosis dari kecebong brubah jd anjing penjilat ok hand clapping hands,Pendukung/Pemilih,"[0.0, 0.0, 1.0]"
216,sekarang tinggal tunggu sikap terhadap manuver agus clapping hands face with cold sweat face with cold sweat,Tokoh dan Partai,"[0.0, 1.0, 0.0]"
82,doa ku semoga suaranya mas agussylvi beneran ke yakin kan mas agus aku pada mu,Tokoh dan Partai,"[0.9, 0.1, 0.0]"
82,doa ku semoga suaranya mas agussylvi beneran ke yakin kan mas agus aku pada mu,Pendukung/Pemilih,"[0.9, 0.1, 0.0]"
237,terima kasih mas karenamu anak muda telah berani menyuarakan perubahan kami tetap bersamamu,Tokoh dan Partai,"[0.95, 0.05, 0.0]"
237,terima kasih mas karenamu anak muda telah berani menyuarakan perubahan kami tetap bersamamu,Pendukung/Pemilih,"[0.95, 0.05, 0.0]"
243,tersingkir dari kancah pilkada dki rupanya ada cara lain untuk mengangkat seseorang mendunia,Tokoh dan Partai,"[0.8, 0.2, 0.0]"
69,dalam pilkada dki ahy juga mampu menunjukkan kualitasnya sebagai seorang pemimpin muda yang berjiwa ksatria ahy mendunia,Tokoh dan Partai,"[0.95, 0.05, 0.0]"
253,usai pilkada dki ahy keliling nusantara merajut persatuan bukan cuma jakarta,Tokoh dan Partai,"[0.85, 0.15, 0.0]"
253,usai pilkada dki ahy keliling nusantara merajut persatuan bukan cuma jakarta,Strategi Kampanye,"[0.85, 0.15, 0.0]"
18,12 ahy justru menitipkan pentingnya menjaga pluralisme kebangsaan dan kesatuan dalam persaingan pilkada persatuan lebih penting,Tokoh dan Partai,"[0.9, 0.1, 0.0]"
22,ahy memang kalah di pilkada tetapi menang di hati rakyat,Tokoh dan Partai,"[0.9, 0.1, 0.0]"
22,ahy memang kalah di pilkada tetapi menang di hati rakyat,Pendukung/Pemilih,"[0.9, 0.1, 0.0]"
71,dari pada pendukung ahok berantem terus mending kaya pendukung ahy membuat kopdar biar makin luas siapa tau jadi calon lagi,Pendukung/Pemilih,"[0.7, 0.1, 0.2]"
71,dari pada pendukung ahok berantem terus mending kaya pendukung ahy membuat kopdar biar makin luas siapa tau jadi calon lagi,Tokoh dan Partai,"[0.8, 0.2, 0.0]"
71,dari pada pendukung ahok berantem terus mending kaya pendukung ahy membuat kopdar biar makin luas siapa tau jadi calon lagi,Strategi Kampanye,"[0.8, 0.2, 0.0]"
162,menurut ahy pilkada dki memberi hikmah pelajaran ujian dan tantangan yang dapat ia ambil semua itu dapat mematangkan karakternya,Tokoh dan Partai,"[0.9, 0.1, 0.0]"
218,semangat terus pak ahy faktor kekalahan pada pilkada waktu kemarin itu adalah wakil pak ahy nanti maju lagi insyaalloh,Tokoh dan Partai,"[0.9, 0.1, 0.0]"
218,semangat terus pak ahy faktor kekalahan pada pilkada waktu kemarin itu adalah wakil pak ahy nanti maju lagi insyaalloh,Pendukung/Pemilih,"[0.9, 0.1, 0.0]"
120,kalau dilihat upaya demokrat mengenalkan ahy cukup berhasil di pilkada jakarta dan sekarang ahy sudah mulai blusukan ke seluruh indonesia,Tokoh dan Partai,"[0.9, 0.1, 0.0]"
120,kalau dilihat upaya demokrat mengenalkan ahy cukup berhasil di pilkada jakarta dan sekarang ahy sudah mulai blusukan ke seluruh indonesia,Strategi Kampanye,"[0.9, 0.1, 0.0]"
191,prinsip kepemimpinan memenangkan sebuah pilkada belajar terus dan sangat dinamis,Strategi Kampanye,"[0.0, 1.0, 0.0]"
184,pilihan warga jkt mayoritas bukan pada ahok tapi calon selain ahok terbukti di dua putaran pilkada dki mayoritas memilih ahy dan anies,Pendukung/Pemilih,"[0.0, 1.0, 0.0]"
184,pilihan warga jkt mayoritas bukan pada ahok tapi calon selain ahok terbukti di dua putaran pilkada dki mayoritas memilih ahy dan anies,Tokoh dan Partai,"[0.0, 1.0, 0.0]"
145,lewat akun instagram ahy ucapkan selamat kepada paslon pemenang pilkada dki jakarta,Tokoh dan Partai,"[0.9, 0.1, 0.0]"
163,menyeberangi selat malaka aiman kompastv yang mendapat kesempatan pertama mewawancarai ahy usai pilkada dki,Tokoh dan Partai,"[0.0, 1.0, 0.0]"
27,ahy sebut pilkada dki berjalan bermartabat,Tokoh dan Partai,"[0.9, 0.1, 0.0]"
197,salam kagum buat ahy masih muda berani pensiun dini berani menantang ahok di pilkada disaat semua pada takut termasuk,Tokoh dan Partai,"[0.95, 0.05, 0.0]"
185,pilkada dki berdoa ahy menang mudahmudahan anies sandi yang menang,Tokoh dan Partai,"[0.5, 0.5, 0.0]"
185,pilkada dki berdoa ahy menang mudahmudahan anies sandi yang menang,Pendukung/Pemilih,"[0.5, 0.5, 0.0]"
228,soal mental kalah pilkada indonesia harus berguru pada sosok ahy,Tokoh dan Partai,"[0.9, 0.1, 0.0]"
148,lsi telah membuktikan kejujuran surveynya pada pilkada dki tahap1 ahokdjarot disurvey langsung kalah dan ahy menang 1 putaran,Tokoh dan Partai,"[0.0, 1.0, 0.0]"
148,lsi telah membuktikan kejujuran surveynya pada pilkada dki tahap1 ahokdjarot disurvey langsung kalah dan ahy menang 1 putaran,Strategi Kampanye,"[0.0, 1.0, 0.0]"
213,sehabis pilkadapileg dan pilpres saya harap ahy menjadi ketua dpr,Tokoh dan Partai,"[0.9, 0.1, 0.0]"
213,sehabis pilkadapileg dan pilpres saya harap ahy menjadi ketua dpr,Pendukung/Pemilih,"[0.9, 0.1, 0.0]"
211,sebentar lagi kita lupakan kegilaan pilkada dki mari berlari bersama ahy kita mulai dari kepri 23 april,Tokoh dan Partai,"[0.9, 0.1, 0.0]"
211,sebentar lagi kita lupakan kegilaan pilkada dki mari berlari bersama ahy kita mulai dari kepri 23 april,Pendukung/Pemilih,"[0.9, 0.1, 0.0]"
211,sebentar lagi kita lupakan kegilaan pilkada dki mari berlari bersama ahy kita mulai dari kepri 23 april,Strategi Kampanye,"[0.9, 0.1, 0.0]"
203,saya bilang pasti menang karena bentuk keyakinan akan keberhasilan goal goal lain dari improvisasi politik pak sby pak ahydi pilkada dki,Tokoh dan Partai,"[0.9, 0.1, 0.0]"
203,saya bilang pasti menang karena bentuk keyakinan akan keberhasilan goal goal lain dari improvisasi politik pak sby pak ahydi pilkada dki,Strategi Kampanye,"[0.9, 0.1, 0.0]"
219,semoga anies menang pilkada dan ahy jadi presiden indonesia 2019 aamiin yra klop dah,Tokoh dan Partai,"[0.95, 0.05, 0.0]"
219,semoga anies menang pilkada dan ahy jadi presiden indonesia 2019 aamiin yra klop dah,Pendukung/Pemilih,"[0.95, 0.05, 0.0]"
222,setelah pilkada dki ahy jadi sangat diperhitungkan diharapkan dia bisa menjadi pemimpin ri selanjutnya,Tokoh dan Partai,"[0.9, 0.1, 0.0]"
205,saya pikir target ahy dalam pilkada kemarin adalah untuk membangun sentimen positif,Tokoh dan Partai,"[0.0, 1.0, 0.0]"
205,saya pikir target ahy dalam pilkada kemarin adalah untuk membangun sentimen positif,Strategi Kampanye,"[0.0, 1.0, 0.0]"
109,jadi tolong hargai sikap saya dan beberapa pendukung ahy yang memilih bersikap netral di putaran kedua pilkada dki 2017 ini,Pendukung/Pemilih,"[0.0, 1.0, 0.0]"
109,jadi tolong hargai sikap saya dan beberapa pendukung ahy yang memilih bersikap netral di putaran kedua pilkada dki 2017 ini,Tokoh dan Partai,"[0.0, 1.0, 0.0]"
186,pilkada rasa pilkades kata mas tidak ada ahy tidak rame,Tokoh dan Partai,"[0.8, 0.2, 0.0]"
79,di pilkada putaran pertama kemarin saya membuat kaos ahy sendiri untuk dibagibagikan dilingkungan saya utan kayu jaktim,Pendukung/Pemilih,"[0.9, 0.1, 0.0]"
79,di pilkada putaran pertama kemarin saya membuat kaos ahy sendiri untuk dibagibagikan dilingkungan saya utan kayu jaktim,Tokoh dan Partai,"[0.9, 0.1, 0.0]"
79,di pilkada putaran pertama kemarin saya membuat kaos ahy sendiri untuk dibagibagikan dilingkungan saya utan kayu jaktim,Strategi Kampanye,"[0.9, 0.1, 0.0]"
244,"- ""tetap semangat dukung ahysylvi sampai pilkada terlaksana yakin dan tentukan pilihan anda kepada yang pro rakyat",Pendukung/Pemilih,"[0.9, 0.1, 0.0]"
244,"- ""tetap semangat dukung ahysylvi sampai pilkada terlaksana yakin dan tentukan pilihan anda kepada yang pro rakyat",Tokoh dan Partai,"[0.9, 0.1, 0.0]"
196,"- ""salah satu cara ahysilvy menang pilkada itu mudah ibu silvy naik mio tidak memakai helm keliling komplek saat pemilihan dijamin pada segan",Strategi Kampanye,"[0.1, 0.8, 0.1]"
196,"- ""salah satu cara ahysilvy menang pilkada itu mudah ibu silvy naik mio tidak memakai helm keliling komplek saat pemilihan dijamin pada segan",Tokoh dan Partai,"[0.1, 0.8, 0.1]"
150,"- ""betul pak kecil mampu mengalahkan yang besar",Tokoh dan Partai,"[0.9, 0.1, 0.0]"
141,"- ""kita tunggu kualitas jiwa anies sandiapa ucapan atas peran suara loyalis ahysilvy dalam kemenangan pilkada ini",Tokoh dan Partai,"[0.1, 0.7, 0.2]"
141,"- ""kita tunggu kualitas jiwa anies sandiapa ucapan atas peran suara loyalis ahysilvy dalam kemenangan pilkada ini",Pendukung/Pemilih,"[0.1, 0.8, 0.1]"
239,"- ""terimakasih ahysilvy tanpa kalian jakarta tidak akan mempunyai gubernur baru",Tokoh dan Partai,"[0.95, 0.05, 0.0]"
64,"- ""cakeeepppp pendukung dan",Pendukung/Pemilih,"[0.95, 0.05, 0.0]"
114,"- ""jangan lupa pilih paslon",Pendukung/Pemilih,"[0.9, 0.1, 0.0]"
64,"- ""cakeeepppp pendukung dan",Pendukung/Pemilih,"[0.95, 0.05, 0.0]"
225,"- ""manado untuk pak",Tokoh dan Partai,"[0.9, 0.1, 0.0]"
