id,text,aspect_category,sentiment_prob
84,sebenarnya reaksi pendukung ahy ini tak perlu bersikap baper seperti itu karena tak ada yang mau jadi pecundang di ajang pilkada,Agus-Sylvi,"[0.0, 0.3, 0.7]"
85,dengan suara bergetar ahy minta maaf sudah kecewakan pendukungnya,Agus-Sylvi,"[0.0, 0.1, 0.9]"
86,ahy kalah di kandang begini respon para tetangga,Agus-Sylvi,"[0.0, 0.1, 0.9]"
87,lini pertahanan ahy rapuh debat efek aksi 112 efek dan antasari efek,Agus-Sylvi,"[0.0, 0.05, 0.95]"
88,gagal di pilkada dki jakarta ahy diisukan maju ke pilgub jatim,Agus-Sylvi,"[0.0, 0.1, 0.9]"
89,ahok melejit anies menanjak ahy mengapung,Ahok-Djarot,"[0.8, 0.2, 0.0]"
90,berdasarkan survey sementara ahy masuk 3 besar selamat,Agus-Sylvi,"[0.9, 0.1, 0.0]"
91,meninggalkan zona aman dan nyaman demi kemajuan jakarta dengan hasil yang tak sesuai harapan ahy,Agus-Sylvi,"[0.05, 0.15, 0.8]"
92,kasihan ahy kalah walaupun sudah umroh dibantu doa 7 juta umatternyata allah itu netral tidak berpolitik,Agus-Sylvi,"[0.05, 0.1, 0.85]"
93,jual baju bekas ahy baru 3 bulan pm for info,Agus-Sylvi,"[0.05, 0.6, 0.35]"
94,ahy siap siap jadi vocalis band rock yaaaa lompat lompat mulu bang kerjaannya,Agus-Sylvi,"[0.05, 0.1, 0.85]"
95,kasian benar nasib ahy karir tinggi di tni harus tamat karena nafsu pepo selanjutnya paling cepat ikut parpol kalau tidak begitu dagang ak,Agus-Sylvi,"[0.05, 0.1, 0.85]"
96,jangan sampai sby berkata ahy kalah garagara antasari ya survey kan sudah menunjukan ahy terus merosot elektabilitasnya,Agus-Sylvi,"[0.05, 0.1, 0.85]"
97,saya bertanya kepada bapak presiden tv saya rusak apa ya kok ahy tidak naik naik hasil qc sementara gpp,Agus-Sylvi,"[0.05, 0.1, 0.85]"
98,pepo sampai saat ini kok belum menyatakan prihatin ahy jadi pecundang,Agus-Sylvi,"[0.02, 0.08, 0.9]"
99,selamat datang ahy sebagai rakyat biasa setelah mundur dari tni dan kalah di pilkada dki,Agus-Sylvi,"[0.05, 0.1, 0.85]"
100,heeebohhhhagus sylvi kalah di tps 6 tmpat menggunakan hak pilihnya,Agus-Sylvi,"[0.05, 0.1, 0.85]"
101,yang pilih semoga tidak ikut demokrat yaa kalau benar mau dukung ahok,Agus-Sylvi,"[0.05, 0.15, 0.8]"
102,demokrat ke ahok gerindra ini tantangan karena mereka bermain politik kotor,Agus-Sylvi,"[0.05, 0.1, 0.85]"
103,mesin robot sylvi lupa dimatiin jadi masih masuk trending topik,Agus-Sylvi,"[0.05, 0.1, 0.85]"
104,buat pendukung mari rapatkan barisan ke paslon buang issu miring paslon masih mau dipimpin seorang terdakwa simulut ember,Ahok-Djarot,"[0.02, 0.03, 0.95]"
105,harusnya rakyat menangis melihat kalah bukan dari aspek sebagai pribadi tapi demi kepentingan rakyat sendiri,Agus-Sylvi,"[0.8, 0.15, 0.05]"
106,maksud hati caper dari ahysilvy eh malah kena protes dari mereka face with stuckout tounges rolling on the floor laughing rolling on the floor laughing,Agus-Sylvi,"[0.05, 0.1, 0.85]"
107,ahy bisa kok menang pilgub dki bisa asal ngumpulin dulu 7 bola dragon ball rolling on the floor laughing rolling on the floor laughing,Agus-Sylvi,"[0.05, 0.1, 0.85]"
108,ah sekarang kalau lihat ahy jadi inget norman kamaru apakah ahy akan jualan bubur lalu naik haji smiling face with open mouth smiling eyes,Agus-Sylvi,"[0.05, 0.1, 0.85]"
109,ahy kemungkinan besar tersingkir persevering face persevering face hampir pasti dilanjuntukan di putaran kedua ahokdjarot vs aniessandi,Agus-Sylvi,"[0.05, 0.1, 0.85]"
110,ahy nyungsep orang bapaknya aja menyarankan coblos no 2 smiling face with open mouth smiling eyes,Agus-Sylvi,"[0.05, 0.05, 0.9]"
111,mau nyoblos atau mau ke tempat berkabung tongue memakai baju hitam2atau lagi sedih smiling face with open mouth smiling eyes di,Agus-Sylvi,"[0.05, 0.1, 0.85]"
112,ahy sangat cemas terhadap situasi sosial usai pilkada jakarta pilkada dki jakarta berdampak negatif bukan hanya,Agus-Sylvi,"[0.05, 0.1, 0.85]"
113,ahy kalah sisi negatif umat islam tertunda dalam menempatkan pemimpin sisi positif umat islam terhindar dari saling hujat buka aib,Agus-Sylvi,"[0.6, 0.2, 0.2]"
114,ahy ahy anda ngomong karakter anda tau yang barusan anda omongkan untuk melihat sisi negatif orang lain tongue oncoming fist,Agus-Sylvi,"[0.05, 0.1, 0.85]"
115,ahy hanya membicarakan negatif saja untuk jakarta tidak ada solusi yang tepat untuk mengatasi nol besar thumbs down,Agus-Sylvi,"[0.02, 0.03, 0.95]"
116,kicauan negatif sby diyakini pengaruhi elektabilitas ahy via,Agus-Sylvi,"[0.05, 0.1, 0.85]"
117,ya alloh tuhan yme ahy ternyata didukung senator beraura negatif,Agus-Sylvi,"[0.05, 0.1, 0.85]"
118,menemukan foto seperti ini ternyata lingkaran orang2 ahy penuh masalah semua integritas dan kwalitas yang negatif waspada waspada thumbs down,Agus-Sylvi,"[0.02, 0.03, 0.95]"
119,wah si ahy 70 sentimennya negatif wkwkwkface with stuckout tounges,Agus-Sylvi,"[0.02, 0.03, 0.95]"
120,senjata makan tuan aka karma 2 kicauan negatif sby diyakini pengaruhi elektabilitas ahy face with stuckout tounges,Agus-Sylvi,"[0.05, 0.1, 0.85]"
121,anieshilangya grimacing face grimacing face,Anies-Sandi,"[0.05, 0.15, 0.8]"
122,anies hilang ya di debat grimacing face grimacing face,Anies-Sandi,"[0.05, 0.15, 0.8]"
123,2mesti nyuruh mantan pemilih buat pilih paslon face with open mouth thumbs up ok hand folded hands thinking face smiling face with sunglasses,Ahok-Djarot,"[0.6, 0.3, 0.1]"
124,1kenape kagak dilawan ama pasangan buat pilgub jabar cuma demokrat emang hrs tegas dulu buat pilgub dki thinking face thinking face thinking face,Agus-Sylvi,"[0.1, 0.6, 0.3]"
125,gara2 kemaren pake seragam hitam2 thinking face thinking face thinking face smiling face with open mouth closed eyes smiling face with sunglasses,Agus-Sylvi,"[0.4, 0.5, 0.1]"
126,ya pastilah kan tidak suka sama ahok jadi pas udah kalah otomatis dukungannya lari ke mas aniessandi grimacing face,Ahok-Djarot,"[0.05, 0.1, 0.85]"
127,ahoker masih bully,Ahok-Djarot,"[0.05, 0.1, 0.85]"
128,ada ahoker masih ngebully program face with tears of joy face with tears of joy face with tears of joy,Ahok-Djarot,"[0.2, 0.5, 0.3]"
131,humorlagu kisah sedih ahy di balik lagu jatuh bangun frowning face frowning face,Agus-Sylvi,"[0.05, 0.1, 0.85]"
134,aku bangga jadi anak memo tongue face with stuckout tongue closed eyes face with tears of joy,Agus-Sylvi,"[0.85, 0.1, 0.05]"
136,versi video terlihat bingung bicara banjir kota apung face with stuckout tongue closed eyes di atas permukaan tanah dan air bikin bengong smiling face with open mouth closed eyes,Anies-Sandi,"[0.05, 0.15, 0.8]"
137,ahokers mendadak gak salah tuh sesuatu banget face with stuckout tongue closed eyes face with stuckout tongue closed eyes face with stuckout tongue closed eyes face with stuckout tongue closed eyes face with stuckout tongue closed eyes,Ahok-Djarot,"[0.05, 0.1, 0.85]"
139,deklarasi ini sepihak tanpa konsultasi dan persetujuan ahy,Agus-Sylvi,"[0.05, 0.15, 0.8]"
140,sudah kena telikung sekarang nama dibajak pula face with stuckout tongue closed eyes,Agus-Sylvi,"[0.05, 0.1, 0.85]"
141,meski saya tak pilih kok rasanya mules ya dengan kontestasi politik putaran 2 cuih pig nose pig nose,Ahok-Djarot,"[0.05, 0.1, 0.85]"
144,ayo pendukung ahy dukung penggembosmu tongue fire fire,Agus-Sylvi,"[0.05, 0.1, 0.85]"
147,mau ke mana ahy setelah nyungsep di jakarta,Agus-Sylvi,"[0.05, 0.1, 0.85]"
148,suara rusak garagara nyanyian si aa peka ini moga sby bisa bikin dia jeblos penjara sampai pupus disana face with steam from nose,Agus-Sylvi,"[0.05, 0.05, 0.9]"
149,awas banyak mendadak baik metamorfosis dari kecebong brubah jd anjing penjilat ok hand clapping hands,Ahok-Djarot,"[0.05, 0.05, 0.9]"
150,sekarang tinggal tunggu sikap terhadap manuver agus clapping hands face with cold sweat face with cold sweat,Agus-Sylvi,"[0.1, 0.3, 0.6]"
151,doa ku semoga suaranya mas agussylvi beneran ke yakin kan mas agus aku pada mu,Agus-Sylvi,"[0.95, 0.05, 0.0]"
152,terima kasih mas karenamu anak muda telah berani menyuarakan perubahan kami tetap bersamamu,Agus-Sylvi,"[0.9, 0.1, 0.0]"
154,tersingkir dari kancah pilkada dki rupanya ada cara lain untuk mengangkat seseorang mendunia,Agus-Sylvi,"[0.8, 0.2, 0.0]"
155,dalam pilkada dki ahy juga mampu menunjukkan kualitasnya sebagai seorang pemimpin muda yang berjiwa ksatria ahy mendunia,Agus-Sylvi,"[0.95, 0.05, 0.0]"
156,usai pilkada dki ahy keliling nusantara merajut persatuan bukan cuma jakarta,Agus-Sylvi,"[0.9, 0.1, 0.0]"
157,12 ahy justru menitipkan pentingnya menjaga pluralisme kebangsaan dan kesatuan dalam persaingan pilkada persatuan lebih penting,Agus-Sylvi,"[0.95, 0.05, 0.0]"
158,ahy memang kalah di pilkada tetapi menang di hati rakyat,Agus-Sylvi,"[0.85, 0.15, 0.0]"
159,dari pada pendukung ahok berantem terus mending kaya pendukung ahy membuat kopdar biar makin luas siapa tau jadi calon lagi,Ahok-Djarot,"[0.0, 0.2, 0.8]"
160,menurut ahy pilkada dki memberi hikmah pelajaran ujian dan tantangan yang dapat ia ambil semua itu dapat mematangkan karakternya,Agus-Sylvi,"[0.9, 0.1, 0.0]"
161,semangat terus pak ahy faktor kekalahan pada pilkada waktu kemarin itu adalah wakil pak ahy nanti maju lagi insyaalloh,Agus-Sylvi,"[0.8, 0.1, 0.1]"
162,kalau dilihat upaya demokrat mengenalkan ahy cukup berhasil di pilkada jakarta dan sekarang ahy sudah mulai blusukan ke seluruh indonesia,Agus-Sylvi,"[0.9, 0.1, 0.0]"
164,pilihan warga jkt mayoritas bukan pada ahok tapi calon selain ahok terbukti di dua putaran pilkada dki mayoritas memilih ahy dan anies,Ahok-Djarot,"[0.0, 0.2, 0.8]"
165,lewat akun instagram ahy ucapkan selamat kepada paslon pemenang pilkada dki jakarta,Agus-Sylvi,"[0.9, 0.1, 0.0]"
166,menyeberangi selat malaka aiman kompastv yang mendapat kesempatan pertama mewawancarai ahy usai pilkada dki,Agus-Sylvi,"[0.2, 0.7, 0.1]"
167,ahy sebut pilkada dki berjalan bermartabat,Agus-Sylvi,"[0.8, 0.2, 0.0]"
168,salam kagum buat ahy masih muda berani pensiun dini berani menantang ahok di pilkada disaat semua pada takut termasuk,Agus-Sylvi,"[0.95, 0.05, 0.0]"
169,pilkada dki berdoa ahy menang mudahmudahan anies sandi yang menang,Agus-Sylvi,"[0.9, 0.1, 0.0]"
170,soal mental kalah pilkada indonesia harus berguru pada sosok ahy,Agus-Sylvi,"[0.9, 0.1, 0.0]"
171,lsi telah membuktikan kejujuran surveynya pada pilkada dki tahap1 ahokdjarot disurvey langsung kalah dan ahy menang 1 putaran,Ahok-Djarot,"[0.0, 0.2, 0.8]"
172,sehabis pilkadapileg dan pilpres saya harap ahy menjadi ketua dpr,Agus-Sylvi,"[0.95, 0.05, 0.0]"
173,sebentar lagi kita lupakan kegilaan pilkada dki mari berlari bersama ahy kita mulai dari kepri 23 april,Agus-Sylvi,"[0.9, 0.1, 0.0]"
174,saya bilang pasti menang karena bentuk keyakinan akan keberhasilan goal goal lain dari improvisasi politik pak sby pak ahydi pilkada dki,Agus-Sylvi,"[0.9, 0.1, 0.0]"
175,semoga anies menang pilkada dan ahy jadi presiden indonesia 2019 aamiin yra klop dah,Anies-Sandi,"[0.9, 0.1, 0.0]"
176,setelah pilkada dki ahy jadi sangat diperhitungkan diharapkan dia bisa menjadi pemimpin ri selanjutnya,Agus-Sylvi,"[0.95, 0.05, 0.0]"
177,saya pikir target ahy dalam pilkada kemarin adalah untuk membangun sentimen positif,Agus-Sylvi,"[0.85, 0.15, 0.0]"
178,jadi tolong hargai sikap saya dan beberapa pendukung ahy yang memilih bersikap netral di putaran kedua pilkada dki 2017 ini,Agus-Sylvi,"[0.7, 0.3, 0.0]"
179,pilkada rasa pilkades kata mas tidak ada ahy tidak rame,Agus-Sylvi,"[0.8, 0.2, 0.0]"
180,di pilkada putaran pertama kemarin saya membuat kaos ahy sendiri untuk dibagibagikan dilingkungan saya utan kayu jaktim,Agus-Sylvi,"[0.9, 0.1, 0.0]"
181,tetap semangat dukung ahysylvi sampai pilkada terlaksana yakin dan tentukan pilihan anda kepada yang pro rakyat,Agus-Sylvi,"[0.9, 0.1, 0.0]"
182,salah satu cara ahysilvy menang pilkada itu mudah ibu silvy naik mio tidak memakai helm keliling komplek saat pemilihan dijamin pada segan,Agus-Sylvi,"[0.1, 0.7, 0.2]"
183,maju terus ahysilvy dan aniessandi bersatu bersama menangkan pilkada dki,Agus-Sylvi,"[0.85, 0.15, 0.0]"
183,maju terus ahysilvy dan aniessandi bersatu bersama menangkan pilkada dki,Anies-Sandi,"[0.85, 0.15, 0.0]"
184,kita tunggu kualitas jiwa anies sandiapa ucapan atas peran suara loyalis ahysilvy dalam kemenangan pilkada ini,Anies-Sandi,"[0.2, 0.7, 0.1]"
184,kita tunggu kualitas jiwa anies sandiapa ucapan atas peran suara loyalis ahysilvy dalam kemenangan pilkada ini,Agus-Sylvi,"[0.1, 0.8, 0.1]"
185,terimakasih ahysilvy tanpa kalian jakarta tidak akan mempunyai gubernur baru,Agus-Sylvi,"[0.05, 0.15, 0.8]"
188,jangan lupa pilih paslon no 1,Agus-Sylvi,"[0.95, 0.05, 0.0]"
189,sinyal positif agussylvi merapat ke aniessandi,Agus-Sylvi,"[0.7, 0.3, 0.0]"
189,sinyal positif agussylvi merapat ke aniessandi,Anies-Sandi,"[0.7, 0.3, 0.0]"
193,salut mpok silvy dengan mengakui kemenangan paslon lain,Agus-Sylvi,"[0.9, 0.1, 0.0]"
195,youtubebxrzd69u61a tenang bening dan tulus mas agus mungkin di masa yg akan datang yaa mas,Agus-Sylvi,"[0.95, 0.05, 0.0]"
199,rakernas partai demokrat bersama ahy,Agus-Sylvi,"[0.1, 0.8, 0.1]"
202,ada apa dengan knp disetiap acara nya massa membludakkrn rakyat melihat harapan utk ahy memimpin negara ini dimasa yg dtg,Agus-Sylvi,"[0.9, 0.1, 0.0]"
206,mestinya ya begitu ya gus negarawan,Agus-Sylvi,"[0.9, 0.1, 0.0]"
207,demokrat dengan cinta untuk nkri dan berbakti,Agus-Sylvi,"[0.85, 0.15, 0.0]"
208,jagoan kalah duluan klu gitu dong jagoannya bukan ahok,Ahok-Djarot,"[0.7, 0.2, 0.1]"
217,adalah inspirasi kaum muda gerakan indonesia muda menuju indonesia emas,Agus-Sylvi,"[0.85, 0.1, 0.05]"
225,mas agus kasih kuliah umum nih,Agus-Sylvi,"[0.1, 0.8, 0.1]"
226,kuliah umum mahasiswa perspektif untuk masa depan at umrah dompak,Agus-Sylvi,"[0.1, 0.8, 0.1]"
234,suara pemilih pada putaran ke 1 terlihat memilih paslon no 3 pada puataran ke dua kali ini selamat jakarta punya gubernur baru,Anies-Sandi,"[0.9, 0.05, 0.05]"
235,olahraga dulu ahy datang ke tps siang hari,Agus-Sylvi,"[0.1, 0.8, 0.1]"
236,ahy bergaya sporty ke tps,Agus-Sylvi,"[0.15, 0.75, 0.1]"
237,saat putaran pertama kita melihat bgm menunjukkan kelasnya sbg pemimpin yg berbesar hati,Agus-Sylvi,"[0.85, 0.1, 0.05]"
241,semoga pemilih di putaran 1 di kebon kacang dan kp bali beralih ke aniessandi,Anies-Sandi,"[0.9, 0.1, 0.0]"
244,bu sylvi adalah contoh keberanian betawi utk dalam bersikap ngga ngambang atau banci contoh perempuan betawi tulen,Agus-Sylvi,"[0.95, 0.05, 0.0]"
245,saya putaran pertama dukung ibu dan mas agus yah lebih baik kalah dengan terhormat daripada menang karena curang,Agus-Sylvi,"[0.85, 0.15, 0.0]"
252,ahy r1 2019 boleh kalah di pilgub,Agus-Sylvi,"[0.7, 0.3, 0.0]"
253,walaupun kau kalahkami tetap bangga sekali padamu jalanmu masih panjangkesuksesan yang lebih baik menantimu disaat yang tepat,Agus-Sylvi,"[0.95, 0.05, 0.0]"
256,waktu itu ah sudahlah frowning face no 1 thumbs up thumbs up thumbs up,Agus-Sylvi,"[0.7, 0.2, 0.1]"
257,aku dari dulu agus harimurti yudhoyono lovers dari dulu annisa larasati pohan lovers bukan mendadak,Agus-Sylvi,"[0.98, 0.02, 0.0]"
258,terkadang sikap dewasa justru diajarkan oleh yang paling muda thumbs up smiling face with hearteyes,Agus-Sylvi,"[0.85, 0.15, 0.0]"
265,dengan kecerdasan nasionalisme dan jiwa pancasilais yang dimiliki bisa dikatakan memiliki jiwa santri walaupun belum pernah mondok,Anies-Sandi,"[0.9, 0.1, 0.0]"
267,walaupun aku pendukung anies sandi ok hand tapi bangga dengan jiwa besar ahy silvy masih ada 2019 prabowo ahy folded hands folded hands,Anies-Sandi,"[0.9, 0.1, 0.0]"
267,walaupun aku pendukung anies sandi ok hand tapi bangga dengan jiwa besar ahy silvy masih ada 2019 prabowo ahy folded hands folded hands,Agus-Sylvi,"[0.9, 0.1, 0.0]"
268,ahy sylvi selalu menang dalam hati kami pendukungnya dengan adanya ahysylvi membuat panik dan ketar ketir luar biasa di kubu sana folded hands folded hands,Agus-Sylvi,"[0.95, 0.05, 0.0]"
269,kemenangan anis sandi ok hand adalah kemenangan ahy silvy dan kaum pribumi hugging face hugging face,Anies-Sandi,"[0.9, 0.1, 0.0]"
269,kemenangan anis sandi ok hand adalah kemenangan ahy silvy dan kaum pribumi hugging face hugging face,Agus-Sylvi,"[0.8, 0.2, 0.0]"
270,masih banyak yang bisa diperbuat ahy silvy untuk kemaslahatan bangsa ini,Agus-Sylvi,"[0.9, 0.1, 0.0]"
271,benar kata mas,Agus-Sylvi,"[0.05, 0.9, 0.05]"
272,heboh pentolan band coldplay asal inggris chris martin memberikan dukungan pada pasangan agussylvi di pilkada jakarta 2017,Agus-Sylvi,"[0.2, 0.7, 0.1]"
273,diskusipolitikbola kami akan turunkan yang terbaik untuk nkri kedepan,Agus-Sylvi,"[0.05, 0.9, 0.05]"
274,karena politik adalah bagian dari kehidupan meski jangan terlalu banyak smiling face with smiling eyes,Agus-Sylvi,"[0.05, 0.9, 0.05]"
275,apresiasi relakan relawannya dukung clapping hands clapping hands,Agus-Sylvi,"[0.05, 0.9, 0.05]"
276,kemenangan yang tertunda belajar dari segala kekalahanpernyataan yang bijaksana,Agus-Sylvi,"[0.85, 0.15, 0.0]"
277,politik santun dan bermartabat folded hands,Agus-Sylvi,"[0.05, 0.9, 0.05]"
278,heboh ahy muncul dengan penampilan baru,Agus-Sylvi,"[0.1, 0.8, 0.1]"
279,gunawan dan freely anggota dprd talaud ini mau pasang spanduk ahy di perbtasan indonesiafilipina lanjutkan,Agus-Sylvi,"[0.8, 0.2, 0.0]"
280,a h y untuk semua,Agus-Sylvi,"[0.9, 0.1, 0.0]"
281,yang buat polling mbak kami terbuka pemilih secara pribadi untuk bergabung karena mbak bukan pengambil keputusan di timses smiling face with smiling eyes,Agus-Sylvi,"[0.05, 0.9, 0.05]"
282,sambutan hangat buat pendukung yang mau bergabung dengan kami smiling face with smiling eyes folded hands,Agus-Sylvi,"[0.05, 0.9, 0.05]"
283,12 dan sby di puji dan dibela tanpa mereka merasa malu dan merasa bersalah demi mengharapkan dukungan politik dan massa demokrat,Agus-Sylvi,"[0.0, 0.15, 0.85]"
284,diberi nikmat bersyukur diberi ujian bersabar selamat malam semuanya face blowing a kiss face blowing a kiss,Agus-Sylvi,"[0.05, 0.9, 0.05]"
285,bangga menjadi bagian dari perjuangannya face blowing a kiss face blowing a kiss,Agus-Sylvi,"[0.05, 0.9, 0.05]"
286,jiwa besarnya teladan bagi kita semua oncoming fist oncoming fist face blowing a kiss,Agus-Sylvi,"[0.05, 0.9, 0.05]"
287,saya juga dan tidak pernah nyesal dukung beliau face blowing a kiss face blowing a kiss malah bngga sekali kehadirannya di republik ini,Agus-Sylvi,"[0.95, 0.05, 0.0]"
288,pemimpin muda masa depan raising hands raising hands raising hands,Agus-Sylvi,"[0.9, 0.1, 0.0]"
289,siapapun pemenang nya ahy tetap no 1 dan selalu dihati smiling face with open mouth closed eyes smiling face with open mouth smiling eyes smiling face with smiling eyes face savouring delicious food kissing face with closed eyes face blowing a kiss smiling face with hearteyes,Agus-Sylvi,"[0.95, 0.05, 0.0]"
290,saya yakin rencana dan keputusan allah selalu benar dan selalu lebih baik dari keputusan manusia smiling face with smiling eyes smiling face with smiling eyes,Agus-Sylvi,"[0.05, 0.9, 0.05]"
291,mas tetap semangat pendukung jangan tidur maju terus insyaallah menang,Agus-Sylvi,"[0.85, 0.15, 0.0]"
292,keikhlasan berkorban tak bakal sia2 non,Agus-Sylvi,"[0.8, 0.2, 0.0]"
293,tetep semangat mendharma baktikan jiwa dan raga untuk negeri ini smiling face with smiling eyes smiling face with smiling eyes,Agus-Sylvi,"[0.05, 0.9, 0.05]"
294,ahy mundur selangkah untuk melompat tinggi,Agus-Sylvi,"[0.9, 0.1, 0.0]"
295,semua tetap berharap pada semoga semakin bersinar aamiin smiling face with smiling eyes smiling face with smiling eyes,Agus-Sylvi,"[0.85, 0.15, 0.0]"
296,jika sudah waktu nya akan datang untuk nya,Agus-Sylvi,"[0.05, 0.9, 0.05]"
297,membaca strategi politik sby dalam pencalonan agus yudhoyono,Agus-Sylvi,"[0.05, 0.9, 0.05]"
298,nunggu skenario selanjutnya,Agus-Sylvi,"[0.05, 0.9, 0.05]"
299,jangan kira skenario ahy cuma untuk menang pilgub saja ahy sudah pikirkan matang skenario jika kalah kalah pun dia menang sejatinya smiling face with smiling eyes smiling face with smiling eyes,Agus-Sylvi,"[0.9, 0.1, 0.0]"
300,bukan kah sdh menunjukkan jiwa besar dalam hasil pilkada yang sulit sungguh tidak sulit untuk deklarasi ini,Agus-Sylvi,"[0.85, 0.15, 0.0]"
301,catat warga dki bakal segera merasa kehilangan ahok,Ahok-Djarot,"[0.9, 0.1, 0.0]"
304,sedih kehilangan sosok gubenur yang jujur dan pekerja keras untuk melayani warganya,Ahok-Djarot,"[0.95, 0.05, 0.0]"
305,ahok kalah telak diseluruh tps yang berada di wilayah fpi,Ahok-Djarot,"[0.0, 0.1, 0.9]"
306,ahok menang tipis di tps tempat habib rizieq mencoblos,Ahok-Djarot,"[0.85, 0.15, 0.0]"
