id,text,aspect_category,sentiment_prob
41,mahasiswa bela nadiem program kampus merdeka bagus termasuk teman gue kayak asu makan anjinggg lihat kacaunya bangsatttt bangsat,Kebijakan Menteri,"[0.0, 0.05, 0.95]"
216,mah kampus merdeka gue sih stop gap solution akar masalahnya memang pendidikan diploma dan sarjana indonesia tidak cocok kebutuhan industrinya dan tidak diurus,Umum,"[0.1, 0.3, 0.6]"
16,tidak ah ngejelekin menteri pendidikan dapat benefit kampus mengajar magang merdeka dan ppg prajabatan dibiayain negara,Kebijakan Menteri,"[0.8, 0.2, 0.0]"
195,lumayan nyisir anggaran basically stafsusnya nadiem tim tech enabler oke bikin platform kampus merdeka tapi rombak struktur internal dan speechless output platform,Anggaran,"[0.1, 0.6, 0.3]"
86,ibu gua suka cerita kampus merdeka seringkali ajang pemutihan nilai mahasiswa,Umum,"[0.05, 0.15, 0.8]"
75,gue hater kurikulum kampus merdeka,Umum,"[0.0, 0.0, 1.0]"
294,dipertahankan kampus merdeka iisma tapi kuota ditekan sempurnakan progran iisma dalam negeri sangat bermanfaat kawan kawan kampus secondthird tierdaerah nun disana merasakan atmosfer kampus top 10 indonesia dan msib,Umum,"[0.8, 0.1, 0.1]"
107,jujur terobosannya kampus merdeka versi l kuliah tapi ajarnya kapitalis dan ketidakselarasan kementrian menyebabkan perusahaan bisa seenak udel pegawai upah murah beban kerja selangit alias anak magang,Umum,"[0.0, 0.05, 0.95]"
8,program kampus merdeka bagus banget mahasiswa 1 kampus ruko bisa pmm merasai kuliah kampus benaran 2 program magang merdeka ngasah skill tidak diajari dalem kelas,Umum,"[0.95, 0.05, 0.0]"
184,kalo program dikti nya sok far oke oke sih gue sangat mengapresiasi kampus merdeka,Umum,"[0.9, 0.1, 0.0]"
209,wkwkwk kampus merdeka tahi anjing,Umum,"[0.0, 0.0, 1.0]"
220,nadiem tidak melihat udahudah pendidikan indonesia acak adul kuliah bagus memakai sistem merdeka nge bantu magang pertukaran mahasiswa dibantu kampus,Kebijakan Menteri,"[0.0, 0.1, 0.9]"
84,i agree on kampus merdeka cz uni students sudah bisa decide what how where they wanna learn freely,Umum,"[1.0, 0.0, 0.0]"
163,kampus merdeka tidak merdeka2 amat,Umum,"[0.0, 0.1, 0.9]"
131,kampus merdeka tidak adek diphp program magang tidak dan hampir tidak bisa ambil semester sok tidak banget kayanya,Umum,"[0.0, 0.0, 1.0]"
31,program kampus merdeka memang bagus anak msib tapi sayangnya program membuat perusahaan tidak rekrut karyawan dan ngandelin anak magang magang,Umum,"[0.2, 0.1, 0.7]"
51,era nadiem bagus kampus merdeka merdeka belajarr,Kebijakan Menteri,"[1.0, 0.0, 0.0]"
232,ppdb zonasi is not a breakthrough dan kampus merdeka tidak sebagus coyy,Umum,"[0.0, 0.1, 0.9]"
46,cerita dikit kampus tuh tidak bisa kampus merdeka naungan kemenperin tt dengar cerita teman magang disana dan mikir somehow internship pt is way better tahan those companies 3,Umum,"[0.0, 0.1, 0.9]"
215,not gonna lie ive been lucky enough tapi experience good things from kampus merdeka tapi benaran gemas perusahaan buka loker keterangannya urgently needed for internship tau-tau membebankan pekerjaan anak magang jyakhh,Umum,"[0.3, 0.1, 0.6]"
229,pfftt bagus kalo pelaku dan lembaga pendidikan deh kampus merdeka bikin pusing tenaga pendidik bobot konversi tidak ada batasan mhsswa seenaknya ambil matkul tidak porsinya ngaruh standar kompetensi zonasi teknisnya jelek banget,Umum,"[0.0, 0.0, 1.0]"
6,program bagus kampus merdeka,Umum,"[1.0, 0.0, 0.0]"
6,program bagus kampus merdeka,Umum,"[1.0, 0.0, 0.0]"
148,kampus merdeka bagus walaupun bisanya fakultas tapi pengalaman belajar mata kuliah bahasa korea seharihari 1 semester dan seru banget,Umum,"[0.9, 0.1, 0.0]"
245,sedikit kebantu kampus merdeka kuliah kebijakan publik lulus kuliah product manager tech hehe,Umum,"[0.9, 0.1, 0.0]"
6,program bagus kampus merdeka,Umum,"[1.0, 0.0, 0.0]"
44,bukan dibayar murah kalo kampus merdeka perusahaan bahkan tidak harus keluar uang upah anak magang negara benaran dapat tenaga kerja cuma2,Anggaran,"[0.0, 0.1, 0.9]"
36,benar kalo kulihat memang kampus merdeka works well universitas universitas programnya memang bagus,Umum,"[1.0, 0.0, 0.0]"
19,and kampus merdeka is hurting full time employees more and way college students think bukannya sibuk memikirkan akademis dan ilmunya lomba2 bisa internship cepat dan meninggalkan akademiknya,Umum,"[0.0, 0.0, 1.0]"
69,gonna support this argument percaya tpks zonasi dan kampus merdeka program bagus diteruskan pendidikan sudah berjalan arah equality amp quality education lho pendidikan tidak menang kalah tapi berkeadilan,Kebijakan Menteri,"[1.0, 0.0, 0.0]"
17,tidak tau jurusan tapi awal kemunculannya kampus merdeka tuh sedikit polemik apalagi anak gerakan atau advo mahasiswa lari situ kekhawatirannya sih kesannya kayak its all about industry,Umum,"[0.0, 0.1, 0.9]"
136,kampus merdeka is shitty teman magang ketinggalan materi semester tapi tidak mau ngejar apesnya sekelompok smt berikutnya endingnya plonga plongo apply magang merdeka deh tidak usah kuliah magang sonooooo manusia gila maganggggg,Umum,"[0.0, 0.0, 1.0]"
56,eh iya dukung kampus merdeka deh bukannya mahasiswa disuruh kerja rodi dan tidak dibayarbayar minim,Anggaran,"[0.0, 0.1, 0.9]"
73,gue akui kampus merdeka amat sangat menyelamatkan gue dimasa krisis,Umum,"[1.0, 0.0, 0.0]"
201,menurutku okenya kampus merdeka doang,Umum,"[0.7, 0.3, 0.0]"
260,tapi program kampus merdeka bermanfaat banget bisa paham roadmap skill dibutuhin diindustri dan bisa fokus mempelajari bidang kalo kampus doang asli kureng banget dan belajar nya terlalu general,Umum,"[1.0, 0.0, 0.0]"
101,iya tapi menurutku kemdikbudristekdikti regulasi dan tegas setauku pemerintah bayar uang perusahaan dijadikan magang kampus merdeka perusahaan pasti maumau,Kebijakan Menteri,"[0.8, 0.2, 0.0]"
135,kampus merdeka is fine,Umum,"[0.4, 0.6, 0.0]"
233,prespektif alumi kampus merdeka batch 2 amp 3 menurutku bagus bisa bootcamp mehong cari magang gampang tbh gue enjoy mbkm kelas kampus materi nya outdated terkhusus kampus merdeka masih sisi fucked up nya,Umum,"[0.4, 0.1, 0.5]"
161,kampus merdeka tuh benaran program oke banget sih memang despite whole convo behind banyakan bagusnya bobroknya,Umum,"[0.9, 0.1, 0.0]"
152,kampus merdeka oke oke regulasinya lancar timeline mundur mundur mulu temenku tidak on time dapat duitnya lol ppdb zonasi angkatan nih bosss 2018 fcked up hehe belum tapi sudah dijalankan menimbulkan kekecewaan,Umum,"[0.1, 0.1, 0.8]"
132,kampus merdeka is a lifechanger,Umum,"[0.95, 0.05, 0.0]"
137,kampus merdeka isnt that great either if i speak gue diserang its a good program but iykyk,Umum,"[0.4, 0.3, 0.3]"
289,yeah kampus merdeka bagusnya sih melihat mantanku anak sastra cina bisa belajar ilmu berkat kampus merdeka,Umum,"[0.9, 0.1, 0.0]"
144,kampus merdeka bikin mahasiswa kejajah sistem dibuat nadiem fuck nadiem makarim,Umum,"[0.05, 0.05, 0.9]"
118,kalo kampus merdeka kayak msibmbkm menurutku banget mungkin susah magang kalopun dapat banyakan unpaid dan schedule magang tidak jelas i mean tidak ada pekerjaan tapi kalo lihat temenku kebanyakan mbkm sudah kerja,Umum,"[0.2, 0.2, 0.6]"
72,setuju kampus merdeka si program bisa cepat lulus pilihan rekognisi kkn dan matkul internship,Umum,"[0.9, 0.1, 0.0]"
109,jujurly kampus merdeka memang bagus sih mengasih kesempatan mahasiswa,Umum,"[0.95, 0.05, 0.0]"
33,belum program kampus merdeka bikin perusahaan ngadalin permen ketenagakerjaan karyawan magangnya ngelebihin 20 credit apanya,Umum,"[0.05, 0.05, 0.9]"
134,kampus merdeka is fine,Umum,"[0.1, 0.8, 0.1]"
235,satgas tpks dan kampus merdeka walaupun masih minus mitra dan teknis okelah,Umum,"[0.6, 0.3, 0.1]"
45,but whatever thanks for kampus merdeka walaupun masih lumayan koreksi program,Umum,"[0.7, 0.2, 0.1]"
26,bahkan intern harus pengalaman belum perusahaan kerjasama kampus merdeka bobroknya aji munpung peserta dikasih pekerjaan seharusnya bukan tupoksi intern,Umum,"[0.05, 0.05, 0.9]"
143,kampus merdeka salah faktor persyaratan loker tidak ngotak,Umum,"[0.05, 0.05, 0.9]"
58,tidak si kak kampus merdeka convert mata kuliah kisaran semester 5 kebanyakan semester segitu matkulnya wajib ambil buruh bayaran,Umum,"[0.05, 0.05, 0.9]"
94,benar banget kampus merdeka program cocok banget mahasiswa,Umum,"[0.95, 0.05, 0.0]"
146,kampus merdeka mahasiswa fokus bangun karir instead of menempuh pendidikan dan membangun soft skill organisasi kampus,Umum,"[0.2, 0.6, 0.2]"
129,program bagus kampus merdeka,Umum,"[0.95, 0.05, 0.0]"
3,program blio bagus tuh merdeka belajar kampus merdeka program keren harus dilanjutkan,Umum,"[0.95, 0.05, 0.0]"
178,kebanyakan bela tuh kampus merdeka doang sih kak,Umum,"[0.1, 0.3, 0.6]"
253,setuju kampus merdeka oke banget,Umum,"[0.95, 0.05, 0.0]"
185,kalo program kampus merdeka oke gajinya telat cair magang lol,Umum,"[0.6, 0.3, 0.1]"
48,cumann kampus merdeka oke,Umum,"[0.9, 0.1, 0.0]"
124,kampus merdeka anak iisma isinya orkay magang kayak budak,Umum,"[0.05, 0.05, 0.9]"
171,kan tidak tau lapangan enaknya ajagimana tidak transparannya program kampus merdeka iisma nya,Umum,"[0.05, 0.05, 0.9]"
153,kampus merdeka oke sih,Umum,"[0.8, 0.2, 0.0]"
153,kampus merdeka oke sih,Umum,"[0.8, 0.2, 0.0]"
228,perspektif industri mengasih posisi magang program kampus merdeka sih output nya bagus anaknya belum dapat feedback negatif gap skill lulusan s1 tech dan industri lumayan program magang industri,Umum,"[0.85, 0.15, 0.0]"
122,kampus merdeka ah sudah pemberitaan keluhan dan polemik mbkm ngerusaknya,Umum,"[0.05, 0.05, 0.9]"
113,perkuliahan dampaknya positif sih program kampus merdeka mengasih mahasiswa opsi mendalami jurusannya dalam dan industrinya,Umum,"[0.95, 0.05, 0.0]"
105,tidak monoton belajarnya kuliah kurikulumnya memang bagus apalagi program kampus merdeka pilihan eksplor minat,Umum,"[0.9, 0.1, 0.0]"
226,banget mesti dibenahi situ sok does kampus merdeka,Umum,"[0.0, 0.1, 0.9]"
282,anak kuliah was okay tbh kampus merdeka lumayan orang-orang magang atau exchange,Umum,"[0.6, 0.3, 0.1]"
238,kampus merdeka sulit banget dapat magang uang saku manusiawi dan layak,Anggaran,"[0.0, 0.1, 0.9]"
238,kampus merdeka sulit banget dapat magang uang saku manusiawi dan layak,Umum,"[0.0, 0.1, 0.9]"
11,agree kampus merdeka salah bikin sangat berterima kasih,Umum,"[0.5, 0.3, 0.2]"
128,kampus merdeka dan modul nusantara big failure,Umum,"[0.0, 0.0, 1.0]"
149,kampus merdeka menurutku ngematiin peluang kerja bisa terima anak anak kampus merdeka tidak hire karyawan anak magang,Umum,"[0.0, 0.1, 0.9]"
52,perkuliahan program merdeka belajar kampus merdeka program nadim makarim bagus bagus agak kesel kalo benci belio gara-gara nih program gagal padahal nih program briliant banget imo,Kebijakan Menteri,"[0.9, 0.1, 0.0]"
52,perkuliahan program merdeka belajar kampus merdeka program nadim makarim bagus bagus agak kesel kalo benci belio gara-gara nih program gagal padahal nih program briliant banget imo,Umum,"[0.9, 0.1, 0.0]"
290,bagus kampus merdeka doang mahasiswa bisa merasai kuliah diluar kampus setahun,Umum,"[0.9, 0.1, 0.0]"
123,kampus merdeka akwwkwkwkk,Umum,"[0.1, 0.6, 0.3]"
166,kampus magang merdeka menurutku lumayan,Umum,"[0.4, 0.5, 0.1]"
258,sorry tapi sayang tapi kampus merdeka oase tanah tandus bayangkan negara dibuat susah dalam lapangan kerja kesempatan apapun kasih berharga lagian oase kalo tanah subur tidak bikin spesial,Umum,"[0.8, 0.1, 0.1]"
157,kampus merdeka oke banget loh,Umum,"[1.0, 0.0, 0.0]"
141,kampus merdeka ngehenya elek,Umum,"[0.0, 0.0, 1.0]"
293,oke kampus merdeka doang,Umum,"[0.4, 0.5, 0.1]"
133,kampus merdeka is a thing tapi program dikaji ulang,Umum,"[0.2, 0.6, 0.2]"
67,deh memang gue sampel sangat kecilll tapi gue sangat merasakan dampak kampus merdeka perusahaan kalinya orang-orang masuk gue tidak pakai training pakai alasannya sudah magang duluan padahal ptn nun,Umum,"[0.8, 0.2, 0.0]"
249,tergantung prespektif anak kuliahan kebijakan anak kuliahan sangat bagus kampus merdeka walaupun masih minusnya tapi kemewahan bisa dapat pengalaman diluar kampus 1 penuh,Umum,"[0.7, 0.2, 0.1]"
193,bilang nadiem tidak tolol tidak baca berita fu gua lulusan kampus merdeka bangkit by google goto dan traveloka machine learning dan program nadiem dan gua bisa kerja perusahaan gede programnya haters,Kebijakan Menteri,"[0.95, 0.05, 0.0]"
193,bilang nadiem tidak tolol tidak baca berita fu gua lulusan kampus merdeka bangkit by google goto dan traveloka machine learning dan program nadiem dan gua bisa kerja perusahaan gede programnya haters,Umum,"[0.95, 0.05, 0.0]"
130,kampus merdeka memang membuka wawasan mahasiswa potensi2 karir tapi mahasiswa kehilangan gregetnya peduli isu2 nasional pilih cari side job atau sibuk intern belajar berorganisasi berguna,Umum,"[0.4, 0.2, 0.4]"
154,kampus merdeka oke sisanya meh,Umum,"[0.4, 0.5, 0.1]"
274,manfaat kampus merdeka tapi kolektif mudaratnya faktor utamanya mungkin perubahan drastis tidak disertai kesiapan,Umum,"[0.2, 0.3, 0.5]"
208,nadiem tidak infonya kampus pelosok berdiskusi kurikulum merdeka,Kebijakan Menteri,"[0.0, 0.1, 0.9]"
50,definisi merdekanya rigid bagus kampus sudah tapi persentasenya mungkin 10 total kampus kampus2 mungkin sudah bisa dan menerapkan kurikulum merdeka arahan,Umum,"[0.2, 0.6, 0.2]"
224,penerapan zonasi dan kampus merdeka aslinya kacau daerah ibu kota ketemu anak magang kantor kua duduk resepsionis sudah kerjanya kasir toko kasir bukan akuntan,Umum,"[0.0, 0.0, 1.0]"
173,kampus merdeka super lelet,Umum,"[0.0, 0.1, 0.9]"
296,zonasi amp kampus merdeka wkwkwkwkwk,Umum,"[0.1, 0.6, 0.3]"
198,kampus merdeka gaji kecil bahkan tidak digaji mah akalakalan biar dapat pegawai magang biaya rendah anjingg meras tenaga mahasiswa,Anggaran,"[0.0, 0.0, 1.0]"
198,kampus merdeka gaji kecil bahkan tidak digaji mah akalakalan biar dapat pegawai magang biaya rendah anjingg meras tenaga mahasiswa,Umum,"[0.0, 0.0, 1.0]"
9,penyepong nadiem nih kampus merdeka yakin baik mencetak mahasiswa budak korporat,Kebijakan Menteri,"[0.0, 0.0, 1.0]"
9,penyepong nadiem nih kampus merdeka yakin baik mencetak mahasiswa budak korporat,Umum,"[0.0, 0.0, 1.0]"
12,agree with mbak actually kampus merdeka is a thing sistem konversi nilai lumayan memudahkan mahasiswa biarpun agak ribet,Umum,"[0.6, 0.3, 0.1]"
142,kampus merdeka excuse biar perusahaan dapat free labour lmao,Umum,"[0.05, 0.05, 0.9]"
285,zaman nya nadiem anak kuliahan terbantu banget program kampus merdeka dapat uang saku dan pengalaman jujur sangat banget,Kebijakan Menteri,"[0.9, 0.1, 0.0]"
297,zonasi dan kampus merdeka keberhasilan girl bffr,Umum,"[0.9, 0.1, 0.0]"
112,jenjang universitas positif bisa diambil programnya program kampus merdeka positif dan dampak negatif tidak langsungnya,Umum,"[0.4, 0.5, 0.1]"
275,kampus merdeka iya bagus bertambah pengalaman mahasiswa tapi konversinya mata kuliah amburadul banget mahasiswa magang berpotensi lulus kompetensi jurusannya mumpuni magang tidak usah dikonversi sks,Umum,"[0.3, 0.2, 0.5]"
80,hmm plus minus sih but kampus merdeka was something special for me,Umum,"[0.6, 0.3, 0.1]"
126,kampus merdeka breakthrough zonasi breakthrough mengajar dimaneee paham benar kayaknya urusan sekolahan kuliahan,Umum,"[0.9, 0.1, 0.0]"
219,opini tolol anjing wkwkwkwwkwkww kampus merdeka dibilang breakthrough wkwkwkwkwkw,Umum,"[0.0, 0.05, 0.95]"
140,kampus merdeka prokontra sih iisma magang kalo iisma anggaran dan efektivitas program magang agak bikin mahasiswa fokus perbanyak pengalaman kerja kuliah ketimbang fokus kuliah bikin individualis kritis keadaan terkini koreksi salah,Umum,"[0.1, 0.3, 0.6]"
271,tapi sisanya tidak apalagi kampus merdeka berasa banget dosendosenku kebingungannya berimbas mahasiswanya deh,Umum,"[0.05, 0.15, 0.8]"
160,3 kampus merdeka pmm gue mengikuti kesempatan membahagiakan gue bisa lolos pmm by the way gue kampung gue sumut lahir tidak kampung memang tidak duit kesana and pmm bikin gue bisa sumut,Umum,"[0.95, 0.05, 0.0]"
145,kampus merdeka kalo tidak include mbkm sisi pendidikan mungkin masih oke,Umum,"[0.1, 0.2, 0.7]"
196,mahasiswa sedikit demo merasai duit kampus merdeka diam diam,Anggaran,"[0.1, 0.4, 0.5]"
151,cumann kampus merdeka oke,Umum,"[0.9, 0.1, 0.0]"
117,kalo kampus merdeka tidak seburuk sih,Umum,"[0.7, 0.2, 0.1]"
60,fokus kurikulum merdeka dan merdeka belajar kurikulum ketinggian indonesia even kampuspt,Umum,"[0.05, 0.15, 0.8]"
79,hmm padahal nadiem bagus mengadakan kampus merdeka salah satunya mbkm mahasiswa banget dapat gaji pas magang pengalaman kerja,Kebijakan Menteri,"[0.9, 0.1, 0.0]"
227,baca suudzon kampus merdeka biar mahasiswa capek kuliahnya biar tidak usah demo mengurusi pemerintah,Umum,"[0.0, 0.05, 0.95]"
57,eh tapi program kampus merdeka berhasil loh,Umum,"[0.9, 0.1, 0.0]"
186,gasuka kepemimpinannya nadiem sih menurutku program kampus merdeka bagus banget loh apalagi msib iisma,Kebijakan Menteri,"[0.0, 0.1, 0.9]"
194,lulus program kampus merdeka wisuda tidak tau program lintas jurusan bikin pendidikan bingung memasukkan nilainya ukt mahal pensiun gojek biar aplikasinya baik,Umum,"[0.05, 0.15, 0.8]"
115,kakaknya dan akademisi awal tidak setuju kurikulum merdeka bahkan awal akademisi kampus termasuk guru dan dosen tidak setuju dipilihnya nadiem mendikbud,Umum,"[0.0, 0.1, 0.9]"
88,imo gue bukan penyembah nadiem makarim but thanks tapi nadiem bisa first magang gaji wow kampus merdeka cv membuka kerja sks nya dikonversi fokus magang dan nilai kuliah gemilang,Kebijakan Menteri,"[0.8, 0.2, 0.0]"
269,tapi pas program kampus merdeka jujur oke banget tidak sudah sidang tapi tementemen dan adek ku bgasi respon positif program menurutku programnya bagus kampus merdeka yhh,Umum,"[0.95, 0.05, 0.0]"
10,dosen gue bilang program kampus merdeka dihilangin gara-gara mengacaukan kurikulum kampus wkwkw,Umum,"[0.05, 0.15, 0.8]"
47,kampus merdeka akwwkwkwkk,Umum,"[0.1, 0.8, 0.1]"
59,kampus merdeka is fine,Umum,"[0.6, 0.3, 0.1]"
284,program bagus kampus merdeka,Umum,"[0.9, 0.1, 0.0]"
273,tbh program kampus merdeka kayak magang bisa 6 dan pertukaran pelajar bagus banget mahasiswa kesempatan,Umum,"[0.95, 0.05, 0.0]"
265,tapi gue sayangkan programnya gerakan mahasiswa mati,Umum,"[0.05, 0.15, 0.8]"
81,hmmm but thanks a lot kampus merdeka nya,Umum,"[0.9, 0.1, 0.0]"
263,tapi suka kampus merdeka usung,Umum,"[0.9, 0.1, 0.0]"
268,tapi kampus merdeka bagus loh,Umum,"[0.95, 0.05, 0.0]"
7,program kampus merdeka gua akuin bagus banget sih benar-benar mengasih kesempatan mahasiswa luas student exchange magang wirausaha,Umum,"[0.98, 0.02, 0.0]"
183,sempurna pasti tidak tapi lihat positif amp perbandingan mahasiswa program kampus merdeka benar-benar teman penerima programnya merasakan pendidikan tidak bisa dilihat sisi,Umum,"[0.8, 0.2, 0.0]"
202,menurutku oke kampus merdeka msib bisa ngeregulasi industri biar tidak menjebak pemagang thd cheapfree labour tidak bisa universitas,Umum,"[0.9, 0.1, 0.0]"
242,kampus merdeka nya mas nadiem bagus pendidikan,Kebijakan Menteri,"[0.9, 0.1, 0.0]"
248,semoga menteri program kampus merdeka dihapuskan amin,Kebijakan Menteri,"[0.0, 0.1, 0.9]"
42,menteri pendidikan kedepannya plis lanjutkan kurikulum merdeka belajarnya kampus dan mahasiswa apalagi program mbkm berdampak positif banget mahasiswa pelosok negeri,Kebijakan Menteri,"[0.95, 0.05, 0.0]"
254,sing mengomong anake sugih mostly produk kuliah 4 memang memegang skill teori dan perencanaan salah program kampus merdeka oke kedaireka kampus industri dan bisa melibatkan mahasiswa proyek riil,Umum,"[0.9, 0.1, 0.0]"
277,this shit only happened when lulusan kurikulum merdeka masuk kampus,Umum,"[0.0, 0.05, 0.95]"
221,cuman bilang jangan berhentikan program kampus mengajar pertukaran mahasiswa merdeka wirausaha merdeka beta anak maluku program sngat bagus bisa lihat pendidikan baratjawa beda dan bisa belajar,Umum,"[0.98, 0.02, 0.0]"
35,program bagus kampus merdeka,Umum,"[0.95, 0.05, 0.0]"
257,program kampus merdeka memang bagus banget,Umum,"[0.98, 0.02, 0.0]"
279,program merdeka belajar kampus berlanjut merasai msib cuy,Umum,"[0.85, 0.15, 0.0]"
197,maksudnya nadim suka hasil implementasi kampus merdeka programnya karen mahasiswa bisa kesempetan berekaplorasi,Kebijakan Menteri,"[0.9, 0.1, 0.0]"
167,kampusnya didorong arah vokasi program magang merdeka dan kolaborasi kampus industri,Umum,"[0.85, 0.15, 0.0]"
169,merdeka belajar kampus merdeka kayak merdeka,Umum,"[0.6, 0.4, 0.0]"
29,bawa serta kurikulum merdekanya bahkan hasilnya kontroversi tuh kampus merdeka doktor dadakan,Umum,"[0.0, 0.1, 0.9]"
78,hapus kampus merdeka,Umum,"[0.0, 0.05, 0.95]"
165,kampus merdekajd bebas ajamerdeka,Umum,"[0.7, 0.3, 0.0]"
247,semenjak merdeka merdekanya sekolah dan kampus merdeka aturan penting uangnya,Anggaran,"[0.0, 0.2, 0.8]"
90,2 implementasi setengahsetengah kebijakan digitalisasi pendidikan platform kampus merdeka masih belum kampus dan sekolah daerah tidak teknologi apalagi keterbatasan infrastruktur,Umum,"[0.0, 0.1, 0.9]"
159,kampus merdeka tapi dijajah rezim quote,Umum,"[0.0, 0.05, 0.95]"
191,label e kampus merdeka nder tidak usah aneh merdeka cooooy ah elah,Umum,"[0.1, 0.4, 0.5]"
74,gue bingung menentukan keberhasilan nadiem makarim cuplikan video ibukota padahal kampus merdeka berguna banget,Kebijakan Menteri,"[0.9, 0.1, 0.0]"
241,kampus merdeka bagus jujur mahasiswa kampus merdeka terbantu banget ningkatin skill dunia kerja apalagi program msib dkk,Umum,"[0.98, 0.02, 0.0]"
127,kampus merdeka pejabat bukan rakyat masih sehat,Umum,"[0.0, 0.1, 0.9]"
155,kampus merdeka paham pastinya arti merdeka bebas sebebasbebasnya duit jabatan kontribusi positifnegatif penting tidak usah bahlil ketum pedih diperjuangin tau-tau hc si rapi amat tidak kampusnya (tertawa),Anggaran,"[0.0, 0.1, 0.9]"
104,jangan lupa sumbangan pendidikan nya kampus merdeka minusnya uang kuasa,Anggaran,"[0.0, 0.05, 0.95]"
25,program bagus kampus merdeka,Umum,"[1.0, 0.0, 0.0]"
24,bagus jaman nadiem mahasiswa kerasa banget program kampus merdeka,Kebijakan Menteri,"[1.0, 0.0, 0.0]"
262,tapi smenjak kampus merdeka dpet benefitnya mbkm mandiri studi independen mungkin lihatnya sisi,Umum,"[1.0, 0.0, 0.0]"
150,kampus merdeka mungkin strategi meluluskan akselerasi merdeka aturan2 reguler kampus merdeka,Umum,"[0.0, 0.2, 0.8]"
172,kan slogannya kampus merdeka merdeka melakukan apapun tidak perduli konsekuensi nya,Umum,"[0.0, 0.0, 1.0]"
288,yassalam mamam tuh kampus merdeka,Umum,"[0.0, 0.0, 1.0]"
182,kan pakai kurikulum merdeka kampus merdeka ukt merdeka merdeka suka-suka,Umum,"[0.0, 0.0, 1.0]"
231,plsss indonesia wapres sudah jelek jangan menteri pendidikan jelek tidak mau magang merdeka dan kampus mengajar jangan dihapus ganti nama boleh iisma bagus sih tapi hmm dampaknya tidak bagitu masyarakat,Kebijakan Menteri,"[0.0, 0.1, 0.9]"
114,disini kayak anak-anak kampus merdeka tapi nyeduh kopifotocopy dokumen tidak usia emas tapi dimutasi sea negara prospeknya jelek,Umum,"[0.0, 0.0, 1.0]"
280,terima kasih kampus merdeka butuhkan stres,Umum,"[0.0, 0.0, 1.0]"
156,kampus merdeka panik amat si bawa bawa ketumnya,Umum,"[0.0, 0.0, 1.0]"
89,imo mengomongkan pendidikan era nadiem we already know merusak sistem pendidikan indonesia level sd perguruan kampus merdeka kegagalan mengubah sistem pembelajaran kampus,Kebijakan Menteri,"[0.0, 0.0, 1.0]"
