id,text,aspect_category,sentiment_prob
43,secara kesatria dan lapang dada ternyata hoax yang ada hanya kalah ya sudah masih menang banyak ulama bayaran #ahy,Agus-Sylvi,"[0.05, 0.1, 0.85]"
44,Agus tersingkir Ahok & Anies rebutan suara AHY untuk kepentingan kelompok lewat @YouTube #ahok #anies #ahy #pilgub,Agus-Sylvi,"[0.05, 0.15, 0.8]"
45,Meskipun #AHY kehilangan kesempatan untuk menduduki Gubernur DKI 2017-2022,Agus-Sylvi,"[0.05, 0.15, 0.8]"
61,#AHY antasari konferensi pers sby sby Konferensi Pers SBY seperti Rengekan Anak Kecil,Agus-Sylvi,"[0.05, 0.05, 0.9]"
62,Tim yang tidak pernah tidur #ahy,Agus-Sylvi,"[0.85, 0.1, 0.05]"
63,Coba beretika bila ingin dukungan dari konstituen setia #AHY. Jangan menipu dengan membuat meme dan berita palsu. Rachland Nashidik,Agus-Sylvi,"[0.05, 0.05, 0.9]"
64,Kasihan #AHY Tidak menyadari ada musuh dalam sarung Selfienya sebagai motivasi terselubung hmmm.,Agus-Sylvi,"[0.05, 0.15, 0.8]"
65,amieeennnnn dan tidak lupa dengan janji2 manis saat kampanye..#AHY Sang Mayor Sejati,Agus-Sylvi,"[0.6, 0.3, 0.1]"
66,Pada Pilkada DKI AHY dan SBY jadi target hoax dan fitnah yang dilakukan akun-akun pendukung Ahok.,Agus-Sylvi,"[0.05, 0.1, 0.85]"
67,AHY masih mentah tapi mau dikarbit demokrat melihat pilkada dki mereka tahu bahwa kemenangan pemilu cukup memakai sentimen sara saja,Agus-Sylvi,"[0.05, 0.1, 0.85]"
68,Akibat pernyataan Antasari suara AHY melorot pada Pilkada DKI.,Agus-Sylvi,"[0.05, 0.1, 0.85]"
69,Enam bulan kampanye pilkada di kubu AHY pendukung Ahok sibuk serang program AHY. Tidak pernah mereka kampanye program Ahok sendiri,Agus-Sylvi,"[0.05, 0.1, 0.85]"
70,(13) namun apa yang dicontohkan AHY dan pendukungnya tak terjadi paska putaran kedua Pilkada DKI Jakarta. Perentangan menjadi semakin tajam.,Agus-Sylvi,"[0.05, 0.1, 0.85]"
71,AHY dan Tim berjalan menjauh dari hiruk pikuk Pilkada. Melanjutkan perjalanan panjang politik mereka dengan rasa kecewa @panca66 @bambangelf,Agus-Sylvi,"[0.05, 0.1, 0.85]"
72,Ketika AHY kalah & berpidato semua timnya terdiam menangis lalu setelah itu mereka melepaskan diri dari pilkada DKI. @panca66 @bambangelf,Agus-Sylvi,"[0.05, 0.05, 0.9]"
73,sejujurnya penilaian subyektif saya terlalu cepat bila AHY 2019. Kalah di pilkada bukan modal tapi catatan negatif.,Agus-Sylvi,"[0.05, 0.05, 0.9]"
74,Tolak bajingan tengik AHY tukang sogok pemilih ini. Bangsat AHY ini sungguh berbahaya,Agus-Sylvi,"[0.0, 0.0, 1.0]"
75,tolak ahy yang berpolitik membawa agama #AHYMaininSARA,Agus-Sylvi,"[0.05, 0.05, 0.9]"
76,Astaga ini pendukung AHY tidak terima sekali dengan hasil survey harusnya jadi tolak acuan untuk lebih semangat #efeknontonmetro,Agus-Sylvi,"[0.05, 0.15, 0.8]"
77,Sah-sah aja Justru itu menjadi tolak ukur kedewasaan warga dki kalo AHY menang artinya pola pikir warga masih primitif.. #PolitikUangAHY,Agus-Sylvi,"[0.05, 0.05, 0.9]"
78,Suara Warga Cuma Dihargai SEMBAKO TOLAK AHY Sudah melakukan penyuapan kepada warga @Abaaah @MurtadhaOne @RinjaniJB @fariz1234 @ananghijau,Agus-Sylvi,"[0.0, 0.0, 1.0]"
79,Sejak AHY tidak ikut pilkada lagi sudah tidak asyik ya,Agus-Sylvi,"[0.7, 0.2, 0.1]"
80,tinggal seleksi tendemnya. Di pilkada DKI AHY kalah karena tendemnya salah pilih. Malah mengurangi kualitas AHY,Agus-Sylvi,"[0.05, 0.1, 0.85]"
81,Ternyata segelintir pendukung AHY merasa ditikung di saat terakhir karena adanya tweet dari akun resmi parpol pendukung Anies-Sandi #Pilkada,Agus-Sylvi,"[0.05, 0.05, 0.9]"
82,AHY Menanggung Akibat Cuitan Ayahnya yang Tak Produktif.,Agus-Sylvi,"[0.05, 0.05, 0.9]"
83,kering sudah darah @ahy saatnya menghisap darah @anisandi mumpung stok darahnya bergudang-gudang darah hantu diminum setan #pilkadadki,Agus-Sylvi,"[0.05, 0.05, 0.9]"
84,Sebenarnya reaksi pendukung AHY ini tak perlu bersikap Baper seperti itu karena tak ada yang mau jadi pecundang di ajang Pilkada #PilkadaDK,Agus-Sylvi,"[0.05, 0.05, 0.9]"
85,Dengan Suara Bergetar AHY Minta Maaf Sudah Kecewakan Pendukungnya. http://bit.ly/2kSOA2G #pilkadadki,Agus-Sylvi,"[0.05, 0.05, 0.9]"
86,AHY Kalah di Kandang Begini Respon Para Tetangga. http://bit.ly/2kpEDv4 #pilkadadki,Agus-Sylvi,"[0.05, 0.05, 0.9]"
87,lini pertahanan AHY rapuh debat efek aksi 112 efek dan Antasari efek #pilkadaDKI,Agus-Sylvi,"[0.05, 0.05, 0.9]"
88,Gagal di Pilkada DKI Jakarta AHY Diisukan Maju ke Pilgub Jatim https://goo.gl/fb/ECcmdW #headlines #politikbirokrasi #pilkadadki,Agus-Sylvi,"[0.05, 0.05, 0.9]"
89,AHOK melejit... Anies menanjak... AHY mengapung... #PilkadaDKI,Ahok-Djarot,"[0.9, 0.05, 0.05]"
90,Berdasarkan survey sementara AHY masuk 3 besar. Selamat! #PilkadaSerentak2017 #PilkadaDKI,Agus-Sylvi,"[0.9, 0.05, 0.05]"
91,Meninggalkan zona aman dan nyaman demi kemajuan Jakarta dengan hasil yang tak sesuai harapan - AHY #realitybites #PilkadaDKI,Agus-Sylvi,"[0.05, 0.05, 0.9]"
92,Kasihan AHY kalah walaupun sudah umroh dibantu doa 7 juta umat.Ternyata Allah itu netral tidak berpolitik #PilkadaDKI,Agus-Sylvi,"[0.05, 0.05, 0.9]"
93,Jual baju bekas AHY baru 3 bulan PM for info #PilkadaDKI @AgusYudhoyono,Agus-Sylvi,"[0.05, 0.05, 0.9]"
94,AHY siap siap jadi vocalis BAND rock yaaaa lompat lompat mulu bang kerjaannya #PilkadaDKI #QuickCount,Agus-Sylvi,"[0.05, 0.05, 0.9]"
95,Kasian benar nasib AHY karir tinggi di TNI harus tamat karena nafsu pepo. Selanjutnya paling cepat ikut parpol kalau tidak begitu dagang ak,Agus-Sylvi,"[0.05, 0.05, 0.9]"
96,Jangan sampai SBY berkata AHY kalah gara-gara Antasari ya? Survey kan sudah menunjukan AHY terus merosot elektabilitasnya #PilkadaDKI,Agus-Sylvi,"[0.05, 0.05, 0.9]"
97,Saya bertanya kepada Bapak Presiden TV saya rusak apa ya? Kok AHY tidak naik naik hasil QC sementara? #PilkadaDKI *GPP*,Agus-Sylvi,"[0.05, 0.05, 0.9]"
98,Pepo sampai saat ini kok belum menyatakan prihatin AHY jadi pecundang #pilkadaDKI #pilkadarasapilpres #Pilkada2017,Agus-Sylvi,"[0.05, 0.05, 0.9]"
99,Selamat datang AHY sebagai rakyat biasa setelah mundur dari TNI dan kalah di Pilkada DKI #pilkadaDKI #pilkadarasapilpres,Agus-Sylvi,"[0.05, 0.05, 0.9]"
100,heeebohhhh....Agus Sylvi kalah di TPS 6 tmpat @AgusYudhoyono menggunakan hak pilihnya... #PilkadaDKI #QuickCount #ahy,Agus-Sylvi,"[0.05, 0.05, 0.9]"
101,Yang pilih #AHY semoga tidak ikut demokrat yaa kalau benar mau dukung Ahok.,Agus-Sylvi,"[0.1, 0.8, 0.1]"
102,Demokrat ke Ahok Gerindra: Ini Tantangan karena Mereka Bermain Politik Kotor http://dlvr.it/NNsyDv,Agus-Sylvi,"[0.05, 0.15, 0.8]"
103,Mesin robot #AHY-Sylvi lupa dimatiin jadi masih masuk trending topik,Agus-Sylvi,"[0.1, 0.2, 0.7]"
104,Buat pendukung #AHY mari rapatkan barisan ke paslon #3 Buang issu miring paslon #3 Masih mau dipimpin seorang TERDAKWA? SIMULUT EMBER????,Agus-Sylvi,"[0.1, 0.2, 0.7]"
105,Harusnya rakyat menangis melihat #AHY KALAH. Bukan dari aspek #AHY sebagai pribadi tapi demi kepentingan rakyat sendiri. #TetapAHY,Agus-Sylvi,"[0.85, 0.1, 0.05]"
106,Maksud hati caper dari ahy/silvy eh malah kena protes dari mereka <FACE WITH STUCK-OUT TOUNGES> <Rolling on the Floor Laughing> <Rolling on the Floor Laughing>,Agus-Sylvi,"[0.05, 0.15, 0.8]"
107,AHY bisa kok menang pilgub DKI bisa.... Asal ngumpulin dulu 7 bola dragon ball <Rolling on the Floor Laughing> <Rolling on the Floor Laughing> #QuickCount #PilkadaDKI,Agus-Sylvi,"[0.05, 0.1, 0.85]"
108,Ah sekarang kalau lihat AHY jadi inget Norman Kamaru Apakah AHY akan jualan bubur? Lalu naik haji <Smiling Face With Open Mouth & Smiling Eyes> #PilkadaDKI,Agus-Sylvi,"[0.05, 0.15, 0.8]"
109,AHY kemungkinan besar tersingkir <Persevering Face> <Persevering Face> #PilkadaDKI hampir pasti dilanjuntukan di putaran kedua Ahok-Djarot vs Anies-Sandi.,Agus-Sylvi,"[0.05, 0.15, 0.8]"
110,AHY nyungsep orang bapaknya aja menyarankan coblos no 2 <Smiling Face With Open Mouth & Smiling Eyes> #PilkadaDKI,Agus-Sylvi,"[0.05, 0.05, 0.9]"
111,Mau nyoblos atau mau ke tempat berkabung. <Tongue> #Ahy memakai baju hitam2..atau lagi sedih <Smiling Face With Open Mouth & Smiling Eyes> #siapkalah di #Pilkadadki @Metro_TV,Agus-Sylvi,"[0.05, 0.1, 0.85]"
112,AHY Sangat Cemas Terhadap Situasi Sosial Usai Pilkada Jakarta: Pilkada DKI Jakarta berdampak negatif bukan hanyaâ€¦ http://dlvr.it/PGqY,Agus-Sylvi,"[0.1, 0.4, 0.5]"
113,AHY kalah.. Sisi negatif: Umat Islam tertunda dalam menempatkan pemimpin. Sisi positif: Umat Islam terhindar dari saling hujat & buka aib.,Agus-Sylvi,"[0.05, 0.15, 0.8]"
114,#DebatFinalPilkadaJKT AHY AHY Anda ngomong karakter.. Anda tau yang barusan Anda omongkan untuk melihat sisi negatif orang lain? <Tongue> <Oncoming Fist>,Agus-Sylvi,"[0.05, 0.1, 0.85]"
115,AHY hanya membicarakan negatif saja untuk Jakarta tidak ada solusi yang tepat untuk mengatasi nol besar. <Thumbs Down> #Debat1PilkadaDKI,Agus-Sylvi,"[0.05, 0.05, 0.9]"
116,Kicauan Negatif SBY Diyakini Pengaruhi Elektabilitas AHY http://brt.st/5qQ7 via @beritasatu #JakartaAdalahKita,Agus-Sylvi,"[0.05, 0.15, 0.8]"
117,Ya Alloh Tuhan YME AHY ternyata didukung senator beraura negatif #SenatorDKIDukungAgusSylvi,Agus-Sylvi,"[0.05, 0.15, 0.8]"
118,menemukan Foto seperti ini Ternyata lingkaran orang2 AHY penuh masalah semua integritas dan kwalitas yang negatif Waspada.. Waspada.. <Thumbs Down>,Agus-Sylvi,"[0.05, 0.05, 0.9]"
119,wah si AHY 70% sentimennya negatif. Wkwkwk.<FACE WITH STUCK-OUT TOUNGES>,Agus-Sylvi,"[0.05, 0.1, 0.85]"
120,Senjata makan tuan aka karma @Beritasatu: #PopulerB1 2: Kicauan Negatif SBY Diyakini Pengaruhi Elektabilitas AHY <FACE WITH STUCK-OUT TOUNGES>,Agus-Sylvi,"[0.05, 0.1, 0.85]"
121,#AHY AniesHilangYa.. #AhokDjarotDiRosi. <Grimacing Face> <Grimacing Face> @KompasTV @Rosianna766Hi @SittaYohag @gunawanahokers @gUNJKT_ @PartaiSocmed @ulinyusron,Agus-Sylvi,"[0.05, 0.9, 0.05]"
122,#AHY Anies Hilang Ya di debat @KompasTV #ahokdjarotdirosi <Grimacing Face> <Grimacing Face> @Takviri @WahhabiCC @embah72 @gerilyapolitik @cagubnyinyir @kangdede78,Agus-Sylvi,"[0.05, 0.9, 0.05]"
123,2.mesti nyuruh mantan pemilih #AHY-#Sylvi buat pilih paslon #Anies-#Sandi !!! <Face With Open Mouth> <THUMBS UP> <OK HAND> <FOLDED HANDS> <Thinking Face> <Smiling Face With Sunglasses> https://twitter.com/RestySeterah/status,Agus-Sylvi,"[0.1, 0.2, 0.7]"
124,1.Kenape kagak dilawan ama pasangan #AHY-#DickyChandra buat Pilgub Jabar ??? Cuma Demokrat emang hrs tegas dulu buat Pilgub DKI <Thinking Face> <Thinking Face> <Thinking Face>,Agus-Sylvi,"[0.1, 0.7, 0.2]"
125,Gara2 kemaren #AHY pake seragam hitam2 ??? <Thinking Face> <Thinking Face> <Thinking Face> <Smiling Face With Open Mouth & Closed Eyes> <Smiling Face With Sunglasses> https://twitter.com/NetizenTofa/status/841350678345736192 …,Agus-Sylvi,"[0.1, 0.3, 0.6]"
126,ya pastilah #FPI kan tidak suka sama Ahok jadi pas #AHY udah kalah otomatis dukungannya lari ke mas #Anisa AniesSandi <Grimacing Face>,Agus-Sylvi,"[0.05, 0.15, 0.8]"
127,ahoker masih bully #AHY,Agus-Sylvi,"[0.05, 0.15, 0.8]"
128,@ZaraZettiraZZ @NetizenTofa @ndoro__putri ada ahoker masih ngebully program #AHY <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY>,Agus-Sylvi,"[0.05, 0.15, 0.8]"
129,Kirim ke aku saja Kaosnya... #AHY sejati <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes> <Smiling Face With Smiling Eyes>,Agus-Sylvi,"[0.9, 0.05, 0.05]"
130,#ahy <Frowning Face>,Agus-Sylvi,"[0.05, 0.05, 0.9]"
131,#AHY humor lagu Kisah Sedih AHY di Balik Lagu Jatuh Bangun <Frowning Face> <Frowning Face>,Agus-Sylvi,"[0.05, 0.1, 0.85]"
132,#AHY Cuitan Hati SBY Cuitan SBY jokowi mantan mantan terindah Pilgub DKI 2017 <Tongue> <Tongue>,Agus-Sylvi,"[0.05, 0.15, 0.8]"
133,Owalah kasihan kamu Dik. Semoga kamu tidak jadi orang miskin ya. Aamiin <THUMBS UP> #AHY selalu dihati <Tongue>,Agus-Sylvi,"[0.05, 0.1, 0.85]"
134,Aku bangga jadi anak memo. <Tongue> <Face With Stuck-Out Tongue & Closed Eyes> <FACE WITH TEARS OF JOY> #AHY #moshing,Agus-Sylvi,"[0.05, 0.15, 0.8]"
135,Pendukung #AHY sulit melupakan bully2 seperti ini <Thumbs Down>,Agus-Sylvi,"[0.05, 0.15, 0.8]"
136,Versi #3 video #AHYANGaruk2Kepala terlihat bingung bicara banjir kota apung <Face With Stuck-Out Tongue & Closed Eyes> di atas permukaan tanah dan air bikin bengong <Smiling Face With Open Mouth & Closed Eyes>,Agus-Sylvi,"[0.05, 0.1, 0.85]"
141,Meski saya tak pilih #AHY kok rasanya mules ya dengan kontestasi politik putaran 2 #politikpalsu cuih <Pig Nose> <Pig Nose>,Agus-Sylvi,"[0.05, 0.15, 0.8]"
142,Pak @SBYudhoyono jangan biarkan pengorbanan dan perjuangan #AHY Kita #Lawan Rezim Koplak ini ! #nunggu komando. <Fire> <Fire>,Agus-Sylvi,"[0.85, 0.1, 0.05]"
143,Jadi gak sampai hati ketika mencermatinya ! Mungkin ada penyusup masuk tidak terpantau <Person Bowing> oleh team #AHY,Agus-Sylvi,"[0.1, 0.25, 0.65]"
144,Ayo pendukung AHY Dukung penggembosmu <Tongue> <Fire> <Fire>,Agus-Sylvi,"[0.05, 0.1, 0.85]"
145,Suara #ahy bakal direbuntukan. Apakah pak @basuki_btp mau melanjuntukan program yang di usung pak @AgusYudhoyono sepertinya tidak . <Expressionless Face>,Agus-Sylvi,"[0.05, 0.15, 0.8]"
146,@SBYudhoyono tweet anda yang justru kontraproduktif terhadap #AHY pak. <Zipper-Mouth Face> <Zipper-Mouth Face> <Zipper-Mouth Face>,Agus-Sylvi,"[0.05, 0.15, 0.8]"
147,#AHY #SBY #Jakarta #Jatim #Jabar #Presiden #NgopiSore Mau ke Mana AHY Setelah Nyungsep di Jakarta? @tribunmedan,Agus-Sylvi,"[0.05, 0.05, 0.9]"
148,Suara #AHY rusak gara-gara nyanyian si AA PeKa ini moga SBY bisa bikin dia jeblos penjara sampai pupus disana !!! #GueGeram <Face With Steam From Nose>,Agus-Sylvi,"[0.05, 0.1, 0.85]"
149,awas banyak mendadak baik metamorfosis dari kecebong brubah jd anjing penjilat #AHY & #AniesSandi <OK HAND> <Clapping Hands>,Agus-Sylvi,"[0.05, 0.1, 0.85]"
150,Sekarang tinggal tunggu sikap #AHY terhadap manuver agus <Clapping Hands> <Face With Cold Sweat> <Face With Cold Sweat>,Agus-Sylvi,"[0.15, 0.7, 0.15]"
151,Doa ku.. Semoga suaranya mas Agus-Sylvi beneran ke #Badja #PilkadaDKI2017 yakin kan mas Agus.. Aku pada mu..,Agus-Sylvi,"[0.05, 0.1, 0.85]"
152,Terima kasih mas @AgusYudhoyono karenamu anak muda telah berani menyuarakan perubahan. Kami tetap bersamamu #YNWA,Agus-Sylvi,"[0.95, 0.05, 0.0]"
153,KETEMU DI ISTIQLAL Bangga Pernah Jadi Bagian Dari @AgusYudhoyono dan @sylviana_murni @ZaraZettiraZr @AhyCenter @SohibAHY,Agus-Sylvi,"[0.95, 0.05, 0.0]"
154,Tersingkir dari kancah pilkada DKI rupanya ada cara lain untuk mengangkat seseorang #AHY Mendunia,Agus-Sylvi,"[0.75, 0.2, 0.05]"
155,Dalam Pilkada DKI AHY juga mampu menunjukkan kualitasnya sebagai seorang pemimpin muda yang berjiwa ksatria. (AHY mendunia),Agus-Sylvi,"[0.9, 0.1, 0.0]"
156,usai pilkada DKI AHY keliling Nusantara merajut Persatuan #Indonesia bukan cuma Jakarta!,Agus-Sylvi,"[0.85, 0.1, 0.05]"
157,(12) AHY justru menitipkan pentingnya menjaga pluralisme kebangsaan dan kesatuan dalam persaingan Pilkada. Persatuan lebih penting.,Agus-Sylvi,"[0.9, 0.1, 0.0]"
158,AHY memang kalah di pilkada tetapi MENANG di hati rakyat.,Agus-Sylvi,"[0.8, 0.15, 0.05]"
159,Dari pada pendukung Ahok berantem terus. Mending kaya pendukung AHY membuat kopdar biar makin luas siapa tau jadi calon lagi,Ahok-Djarot,"[0.05, 0.15, 0.8]"
160,Menurut AHY Pilkada DKI memberi hikmah pelajaran ujian dan tantangan yang dapat ia ambil. Semua itu dapat mematangkan karakternya#AIMAN,Agus-Sylvi,"[0.85, 0.1, 0.05]"
161,@AgusYudhoyono Semangat terus Pak AHY faktor kekalahan pada pilkada waktu kemarin itu adalah wakil Pak AHY nanti maju lagi insyaAlloh.,Agus-Sylvi,"[0.5, 0.2, 0.3]"
162,kalau dilihat upaya Demokrat mengenalkan AHY cukup berhasil di Pilkada Jakarta dan sekarang AHY sudah mulai blusukan ke seluruh Indonesia,Agus-Sylvi,"[0.9, 0.1, 0.0]"
163,@AHY prinsip kepemimpinan memenangkan sebuah Pilkada belajar terus dan sangat dinamis. @hildathawilla @Panti_silaban,Agus-Sylvi,"[0.1, 0.8, 0.1]"
164,Pilihan warga jkt Mayoritas bukan pada ahok tapi calon selain ahok terbukti di dua putaran pilkada dki. Mayoritas memilih AHY dan Anies,Ahok-Djarot,"[0.0, 0.1, 0.9]"
165,Lewat Akun Instagram AHY Ucapkan Selamat Kepada Paslon Pemenang Pilkada DKI Jakarta,Agus-Sylvi,"[0.9, 0.1, 0.0]"
166,Menyeberangi Selat Malaka. Aiman KompasTV yang mendapat kesempatan pertama mewawancarai AHY usai Pilkada DKI @Rosianna766Hi,Agus-Sylvi,"[0.1, 0.8, 0.1]"
167,AHY Sebut Pilkada DKI Berjalan Bermartabat,Agus-Sylvi,"[0.8, 0.2, 0.0]"
168,Salam kagum buat AHY. Masih muda berani pensiun dini berani menantang ahok di pilkada disaat semua pada takut termasuk @ridwankamil,Agus-Sylvi,"[1.0, 0.0, 0.0]"
169,Pilkada DKI berdoa AHY menang. Mudah-mudahan Anies Sandi yang menang.,Agus-Sylvi,"[0.9, 0.1, 0.0]"
170,soal mental kalah Pilkada Indonesia harus berguru pada sosok AHY.,Agus-Sylvi,"[1.0, 0.0, 0.0]"
171,LSI telah membuktikan kejujuran surveynya pada pilkada DKI tahap1- ahokdjarot disurvey langsung kalah dan Ahy menang 1 putaran,Ahok-Djarot,"[0.0, 0.1, 0.9]"
172,sehabis pilkada pileg dan pilpres saya harap AHY menjadi ketua DPR @AgusYudhoyono,Agus-Sylvi,"[0.9, 0.1, 0.0]"
